,GSM476089,GSM476090,GSM476091,GSM476092,GSM1519986,GSM1519987,GSM1519988,GSM1519989,GSM1519990,GSM1519991,GSM1519992,GSM1519993,GSM1519994,GSM1519995,GSM1519996
AAP1,12.56261253,12.51610006,12.49997213,12.51851912,3.4733,2.7556,4.3187,3.5591,4.3964,4.8634,4.3644,3.4831,4.7992,4.2784,2.7824
AAR2,8.702837667,8.310288616,8.532061496,8.60862717,3.3967,2.9878,3.3441,3.2788,3.5022,3.9523,4.4995,3.6397,3.0677,3.4559,3.1138
AAT1,10.70712404,10.66581019,10.62072955,10.45020615,4.3087,3.354,3.7766,3.5048,4.3336,3.369,2.8957,3.0118,4.7204,4.6807,3.9586
ABC1,11.90941751,11.86660403,11.80379572,12.11911441,1.1562,0.922,1.1641,1.0304,1.4533,1.1672,1.2097,0.981,1.0937,0.865,0.9213
ABP1,13.20427544,12.99591603,12.72839198,13.51586568,0.7504,0.8949,0.8575,0.7991,1.1909,1.0177,0.9856,0.9307,0.762,0.4831,0.8036
ACE2,10.58258845,10.47715119,10.52558396,10.95357135,1.7791,1.1159,0.592,0.3848,0.2262,0.0524,0.1035,0.6452,1.1521,0.8753,1.6936
ACP1,13.19529318,13.63311091,13.39602205,13.7803718,9.2183,8.0761,8.8476,8.4967,7.6906,8.1269,9.1287,8.5124,9.5757,9.2795,8.4964
ACT1,15.43751841,15.44176946,15.31947306,15.52389482,20.1179,19.6664,20.1855,19.0825,21.4875,22.9739,20.117,21.1903,23.0874,22.0902,22.4498
ADA2,10.62080115,9.928745155,9.914834479,8.479845956,1.0386,1.006,1.3268,1.0667,0.8035,0.8347,0.9067,1.0801,0.949,0.8101,0.9846
ADE1,12.6629354,12.94019014,12.98146096,12.69424083,10.6373,10.1339,9.0829,7.5007,6.1597,4.9409,4.9522,7.5047,8.3135,8.2665,11.9963
ADE2,13.38629277,13.56703872,13.51696025,13.48539576,13.7682,11.8555,12.6042,12.1814,11.5949,13.0939,13.1675,14.8182,16.1271,16.835,15.9232
ADE4,10.31230266,10.61581702,10.70017683,9.968465036,9.4601,9.4135,9.206,8.5924,7.9819,7.1162,6.6656,6.7746,8.6829,8.5841,11.114
ADE5,13.58682359,13.83355661,13.86575488,13.63584089,5.3571,6.4993,4.5047,5.355,3.2654,2.0654,2.2986,4.2204,4.1749,5.5742,6.2561
ADE6,13.13976202,13.45568093,13.54607971,13.09568378,4.921,4.2352,4.0353,3.8581,4.3438,3.1707,3.0025,4.0527,5.1352,4.9917,5.2832
ADE8,13.54476262,13.54969724,13.58886342,13.55884091,12.1485,11.0794,10.8936,10.0536,10.0911,6.884,6.3491,8.7377,11.4866,12.9548,15.3391
ADK1,14.5151875,14.44039064,14.46439475,14.58291865,13.3976,14.8826,12.8727,14.4357,13.968,10.7115,10.3682,12.7646,11.7343,14.5783,15.2374
AIF1,13.22687556,13.24553339,13.26026531,13.27382498,0.8696,1.2188,2.0751,1.9169,2.6235,2.0335,1.6144,1.3994,1.4887,0.6682,0.7994
AIR1,3.118267904,3.369196252,4.24160401,4.275007576,4.0307,3.9102,3.1106,3.303,2.4466,1.4789,1.7897,2.3129,2.9606,3.4621,3.7593
AKR1,13.686483,13.46616875,13.50942458,13.71912854,0.424,0.591,0.4516,0.5559,0.6324,0.4729,0.4695,0.4865,0.496,0.4908,0.405
ALA1,13.89161255,14.02325075,14.05435632,13.82528549,7.2504,8.0792,6.7616,8.0278,8.8969,6.0173,5.2709,6.7295,8.0697,7.0197,8.1041
ALG1,12.05655271,12.07884663,12.09960266,12.13031907,1.4753,0.9396,1.5131,1.0261,1.4014,1.7314,1.7388,1.2117,1.5851,1.527,1.2563
ALG11,12.54751263,12.56741982,12.53904299,12.40308897,1.1687,1.0604,1.1988,1.1943,1.8944,1.7657,1.2012,1.0069,1.2252,0.9513,1.0065
ALG12,11.19059861,11.2943639,10.89306403,11.45824636,2.7859,2.05,2.8902,2.3443,3.1202,3.245,3.1605,1.9435,2.174,2.3599,2.1953
ALG13,13.42290482,13.38310251,13.51788228,13.4342068,1.8311,1.9224,1.9214,1.9922,1.894,2.0714,2.4173,2.0067,1.6802,1.8619,1.8389
ALG14,12.62700398,12.69437789,12.69270409,12.76335034,1.6325,1.2527,1.5419,1.3579,1.1218,1.2084,1.4248,1.4052,1.5116,1.7451,1.6702
ALG2,11.7718997,11.94610634,11.69756857,11.80990633,3.0438,2.0124,3.0688,2.14,2.7705,2.7464,2.7471,1.8781,3.0027,2.5042,2.2314
ALG3,10.60099511,10.92403695,11.19902514,11.34262124,2.778,1.866,2.2167,1.6236,2.4235,2.1579,2.0301,2.0569,2.9898,3.2338,3.0033
ALG5,11.20254489,11.28857357,11.52089008,11.27036311,1.7214,1.3348,1.6207,1.2678,1.7296,1.4857,1.2958,1.2672,1.4319,1.8495,1.9574
ALG6,13.1922254,13.0996924,13.0983418,13.25633584,1.7252,1.0216,1.6308,1.0777,1.4507,1.2622,1.1619,1.0429,1.6402,1.1717,1.0419
ALG8,12.11474004,12.10668837,12.15551189,12.1160948,2.7297,1.3387,2.8315,2.1193,2.9692,3.3725,3.1646,1.7841,2.886,1.9547,1.8094
ALO1,13.52818679,13.56303503,13.68576463,13.72841382,3.9516,3.382,4.1566,3.5708,4.6118,5.2715,5.5032,3.942,3.9817,3.2261,3.3498
ALP1,6.231187497,5.965934671,6.319565823,6.438327346,1.4353,1.3179,1.3599,1.3326,1.49,1.3801,1.3339,1.3837,1.5059,1.9034,1.6225
ALR1,12.38525768,12.39207722,12.49136871,12.33205353,0.3973,0.3549,0.3869,0.3088,0.3739,0.3703,0.4434,0.3482,0.3641,0.3589,0.4527
ALR2,10.89331581,10.70636592,10.80910708,10.89345607,0.3784,0.2046,0.6432,0.2875,0.4511,2.412,3.6398,1.0962,0.7511,0.4232,0.2925
AMS1,12.69089278,12.26490996,12.32302054,12.65424062,1.5502,1.8145,1.7636,2,3.6071,3.5908,3.5624,3.2466,2.36,1.335,2.0461
ANP1,10.6335324,10.67257165,10.29794381,10.9262289,1.7426,1.5649,1.647,1.5263,1.6308,1.5821,1.5862,1.6458,1.6803,1.336,1.6039
APC11,12.03031425,12.00305205,12.05163676,12.04183868,2.1297,1.5516,2.0062,1.4681,1.0897,1.3348,2.015,2.0902,2.1985,1.9577,1.9066
APC5,11.22025858,11.2540944,11.30891948,11.04791318,0.6357,0.5361,0.6735,0.6348,0.695,0.6566,0.6403,0.5462,0.6209,0.595,0.6593
APL1,12.88094797,12.95872531,12.79276028,12.86621993,0.5267,0.5463,0.4837,0.5059,0.5623,0.5074,0.4275,0.323,0.5382,0.4551,0.5191
APL3,10.2662244,10.24417654,10.20859929,10.25175043,0.7762,0.8504,0.664,0.7499,0.7629,0.8295,0.8036,0.6988,0.8155,0.8068,0.8158
APL4,12.87532267,12.89160922,12.72120048,12.95087945,1.9126,1.6955,2.0319,1.925,2.5102,1.979,2.0474,2.2242,2.0063,1.6208,2.2995
APL5,12.84031502,12.78621943,12.52190205,12.37123733,1.4035,1.3887,0.9972,1.1584,1.4464,1.1915,1.3506,1.5567,1.5795,1.4027,1.4468
APL6,12.08798609,12.09626467,12.05899899,12.11176906,1.3829,1.6732,1.3439,1.7085,1.8414,1.614,1.3559,1.1205,1.4656,1.4927,1.331
APM1,13.48102956,13.64801585,13.46033059,13.42342961,4.7326,2.8838,4.7309,3.1851,4.7106,5.6008,5.0102,3.7412,4.5306,4.5257,4.6959
APM3,12.55869866,12.51144966,12.48698353,12.3271443,1.9237,1.6881,1.9142,1.6549,2.0755,1.9345,1.8275,1.6955,2.1372,2.368,2.0978
APM4,13.36452929,13.41239709,13.52826537,13.48823478,0.6346,0.4161,0.7447,0.5919,0.7174,0.9165,0.9047,0.7949,0.7608,0.8264,0.6512
APN1,12.1219702,11.95402235,12.11392718,12.04363986,0.2837,0.2507,0.1561,0.1315,0.2929,0.1851,0.2354,0.1902,0.2463,0.162,0.1834
APQ12,12.71915068,12.71315887,12.89653191,12.83565402,7.263,7.6452,7.6612,7.7494,5.3371,8.6602,8.7056,7.0666,6.7811,9.1428,6.3914
APS1,12.75302939,12.70704474,12.85389623,12.55938258,1.745,1.9088,1.2874,1.945,2.0652,1.2825,1.4028,2.7572,1.762,1.9519,2.7415
APS2,13.79257513,13.77202618,13.96873193,13.83363666,5.0164,5.8755,4.4431,4.9229,4.3339,5.0829,5.444,5.3488,4.8568,5.1252,4.7723
APT1,11.57592755,11.86385431,12.0921155,11.45437363,17.3125,16.8338,15.1059,15.6148,9.1469,4.3744,4.5656,10.0458,10.2994,15.4308,18.1639
ARB1,12.88653759,12.86362845,12.81289788,12.71359668,2.0077,2.0605,1.9548,2.2887,1.9907,3.0269,3.5251,2.8462,2.8233,2.4652,2.5747
ARE1,10.4028641,10.26249087,10.55624229,10.82405402,1.2642,1.0148,2.8095,2.1196,3.1369,2.3595,1.6002,0.7085,0.9766,0.7956,0.773
ARF1,14.38556545,14.48992613,14.53320064,14.29626959,17.6004,15.4439,15.8251,15.3337,14.8818,16.4092,15.6271,16.089,17.7552,18.6403,18.7147
ARG1,10.76200734,11.27440942,10.97420247,10.98485911,8.2939,6.7842,7.5157,8.0217,9.3467,10.8838,9.4863,8.1912,11.0052,8.6908,8.1907
ARG3,9.741458724,9.571003723,9.81712783,9.610746215,1.9745,1.3131,1.7036,1.3487,2.3356,2.1468,1.9486,1.8648,2.8835,2.8863,2.1529
ARG4,13.42287745,13.34893973,13.32366573,13.52918913,6.6815,6.8849,6.7648,7.9189,10.954,9.4661,8.9701,10.6055,11.1252,6.219,8.1675
ARG5,11.64668158,11.66672785,11.42169389,11.74027752,6.6984,5.044,6.5549,5.8476,9.656,8.4114,7.3826,8.1457,10.6104,6.5537,6.7619
ARH1,11.47829687,11.21709777,11.49304643,11.50727054,2.5929,2.0106,2.2629,1.6394,2.1364,1.7348,1.7008,1.3808,1.996,2.0155,2.3281
ARK1,10.745425,10.8306585,10.78978132,10.70997977,0.6111,0.3272,0.2811,0.2597,0.3176,0.2349,0.3194,0.6241,0.5629,0.6558,0.8948
ARO1,13.17972671,13.22417306,13.18906749,13.12570326,5.7834,6.6308,5.3311,6.2322,8.0708,7.0012,6.5561,7.8661,7.6936,6.2502,7.2389
ARP1,9.569649387,9.576918896,9.669988922,9.580245596,0.0891,0.1168,0.0679,0.0831,0.0744,0.0749,0.1036,0.1135,0.1072,0.1049,0.0983
ARP2,14.46443482,14.42205999,14.36420522,14.59674449,5.129,3.8587,5.2679,4.9115,6.6697,8.1428,7.3055,5.9781,5.8546,4.8222,4.9967
ARP5,11.75744298,11.67721681,11.8852698,11.53562216,1.8875,1.6583,1.7953,1.6753,2.0954,1.6161,1.6976,1.6164,2.046,1.6338,1.898
ARP6,12.33040931,12.36948683,12.19772118,12.3999316,1.0017,1.0237,1.0287,0.9937,0.7497,0.5266,0.6508,0.9169,0.746,0.8228,1.2318
ARP8,12.31070338,12.40429039,12.30691792,12.6073271,1.4031,1.2933,1.4557,1.5245,1.8008,1.2159,1.0815,1.3999,1.5904,1.3216,1.5052
ARP9,12.86380765,12.88480302,12.8479305,12.72352574,2.2344,1.545,2.1827,1.5416,1.8773,1.7368,1.7417,1.5673,2.0062,1.8384,2.1172
ARX1,7.926459266,8.16959298,8.82746671,7.680921978,6.1996,7.3911,4.5194,5.504,3.1457,2.3308,2.6268,5.317,4.696,7.2432,8.1951
ASA1,10.98131977,11.123026,11.13927692,10.93445075,2.1031,2.621,2.0658,2.4532,1.6649,1.6126,1.9053,2.6361,2.2287,2.8436,3.5305
ASE1,11.27419282,11.2571683,11.04143703,11.47426025,1.1946,1.2157,1.1203,1.3321,1.5802,0.8425,0.8313,0.9603,1.0077,0.9168,1.1233
ASK1,11.36451451,11.23930167,11.25303216,11.02700174,0.9591,0.9249,0.9923,1.0961,0.9069,1.0277,0.9784,1.1979,0.9461,1.0153,1.1072
ASN1,14.4908777,14.55273771,14.44283189,14.49185196,9.0264,10.2587,9.9132,10.7,14.9598,12.5409,10.0819,11.5936,13.0073,8.6173,8.8536
ASP1,12.97107967,13.20187651,13.1977782,13.16957338,0.4674,0.5663,0.3172,0.4884,0.6664,0.5114,0.5192,0.8532,0.8764,0.5661,0.5794
AST1,10.16156901,10.33184084,10.31843061,10.46911994,0.9678,0.8578,0.7328,0.6839,0.5781,0.3575,0.4459,0.5778,0.842,1.0125,0.9672
ATF1,12.93708269,12.85310738,12.67155908,12.92445225,1.9664,2.4468,4.344,3.9388,4.7504,4.009,3.2333,1.7762,1.3563,1.1758,1.7436
ATG1,11.91599245,11.87824671,11.8858431,11.78380288,0.8572,0.9685,0.9626,1.3078,1.6744,1.749,1.7332,1.2648,0.9432,0.8053,0.8902
ATG12,11.59397171,11.54552434,11.87879228,11.50313902,1.2542,1.3381,1.0195,1.1615,0.7312,1.354,1.6335,1.3008,1.0833,1.2095,1.0733
ATG14,11.08865406,10.92401338,11.12003119,10.84661478,0.6709,0.4913,0.5059,0.5131,0.7614,0.5771,0.5795,0.5007,0.6115,0.6846,0.6518
ATG15,10.52465226,10.0800893,10.23625177,10.6112117,2.0329,1.3527,2.3346,1.7933,1.9808,3.4125,3.6598,2.6568,2.8383,2.3965,2.11
ATG17,9.291187879,9.205017903,9.232753402,8.543184578,1.8755,1.5627,1.7039,1.8579,2.3544,4.4095,4.151,3.3797,2.684,2.2113,2.0651
ATG18,11.71098124,11.68945136,11.58534076,11.92705731,0.5322,0.4946,0.9177,0.6348,0.8105,1.0623,1.0533,0.8681,0.7484,0.6575,0.6872
ATG2,11.56161198,11.41613594,11.31019941,11.50519555,0.2165,0.2604,0.2405,0.3282,0.4069,0.401,0.3588,0.3647,0.3153,0.2304,0.2443
ATG20,12.84962929,12.77567371,12.53867089,12.617335,0.1827,0.1652,0.2664,0.2284,0.3723,0.3809,0.3227,0.1802,0.1905,0.1361,0.1409
ATG22,12.35386286,12.27273144,12.45633805,12.5439829,0.6328,0.6171,1.1242,0.7857,1.1114,1.2112,1.2242,0.4903,0.8191,0.5545,0.4969
ATG3,12.31514619,12.20336788,12.41715629,12.31288608,0.5823,0.7358,0.8315,1.1177,0.7989,1.32,1.5194,0.9306,0.5867,0.6938,0.5752
ATG4,9.913658576,9.787089462,10.09842372,10.26911097,0.2265,0.2093,0.3863,0.2937,0.5909,0.6029,0.4504,0.2089,0.2258,0.1821,0.1475
ATG5,13.29466908,13.34272518,13.53152187,13.39543091,2.6499,2.9219,2.9255,3.3722,3.6141,4.1384,4.1571,4.0746,3.0833,2.9962,3.0227
ATG7,12.51434749,12.54241163,12.48681006,12.71943505,0.7354,0.7462,0.8257,0.9025,1.1805,0.9192,0.9784,0.8955,0.7384,0.5208,0.7782
ATG8,14.08959668,14.04208365,14.13223865,13.86282964,1.4162,2.1508,1.9798,2.6676,2.7885,3.2175,3.2066,2.0115,1.4799,1.2887,1.2719
ATG9,10.8000716,10.76737435,10.48232929,10.7708639,0.7962,0.6416,0.8706,0.7629,1.2308,1.6124,1.4912,0.8849,0.9386,0.6699,0.6497
ATM1,9.300746509,9.361716878,9.53373916,9.177227365,0.9227,1.0892,1.0483,1.3047,1.9343,2.2581,2.0602,1.4896,1.3928,1.0136,1.0841
ATP1,15.02475783,15.02923802,14.9158088,14.99386926,9.4591,7.2857,9.5756,9.3993,9.6281,10.454,10.3689,7.5538,8.1701,5.6629,6.7586
ATP10,8.142814842,8.028290403,8.340029362,8.11205,1.3934,1.1564,1.565,1.2933,1.1838,1.0585,1.0595,0.8014,1.4092,1.2808,1.1169
ATP11,12.60847075,12.64970984,12.34521116,12.51656616,3.9128,3.6743,3.5417,3.9062,2.8061,2.3641,2.8425,3.6121,3.4944,3.6276,3.7385
ATP12,11.68316581,11.59817451,11.48519143,11.83403129,1.4561,1.5294,1.5867,1.8333,1.8657,1.5261,1.4595,1.6666,1.5176,1.6729,1.9124
ATP14,14.08452502,13.88258317,13.89498679,14.12497134,10.2387,8.3555,10.81,7.5431,7.3157,9.8095,12.4116,8.851,8.5044,7.1644,8.4252
ATP15,14.41183848,14.24699493,14.37290718,14.31419643,13.9241,10.5155,13.0699,10.0595,9.8978,14.9292,15.8711,10.3371,12.1143,11.0772,10.0917
ATP16,14.85680283,14.7826017,14.74523309,14.77790096,12.374,7.7811,12.2625,7.7734,6.6683,10.184,13.3599,9.1594,10.5125,9.286,9.1654
ATP17,14.4138865,14.32339015,14.41293126,14.24602113,10.2054,8.9525,10.0379,9.5392,8.6955,10.995,11.405,10.0008,9.5034,9.5738,9.7513
ATP18,13.75844575,13.70662101,13.63363449,13.51569226,7.5556,7.214,6.734,5.9041,4.96,7.8692,8.0462,5.6587,5.949,6.7629,5.5241
ATP20,13.85899419,13.71318115,13.86422101,13.54811802,10.5775,9.057,9.5549,8.0505,6.4069,7.8971,9.5352,5.9698,6.3295,8.2027,7.5988
ATP23,10.11999928,10.21215864,10.25399596,10.15353003,2.2773,2.7758,1.8673,2.5262,1.5581,0.9699,1.2113,2.0978,1.7734,2.3837,2.9866
ATP25,11.98641679,12.01545241,11.99612335,11.80448729,2.8388,2.1771,3.0112,2.3863,2.6139,2.5984,2.1127,1.4112,2.356,2.0305,1.8039
ATP3,14.34735058,14.10468715,13.86958989,14.37797253,8.5009,7.4406,8.8324,8.1209,7.3214,8.7085,9.3937,8.3217,7.8743,7.8297,9.3229
ATP4,14.92484192,14.70497539,14.73834162,14.75172217,12.2994,11.5182,12.9988,12.5215,10.7422,13.701,15.0559,12.8933,10.5748,12.1717,12.3992
ATP7,15.05662408,14.88724274,14.74691434,15.15594892,9.8605,7.1429,9.855,7.478,7.441,11.397,13.3894,8.5854,8.3523,8.4472,8.5746
ATS1,11.75642263,11.67969089,11.81720068,11.92632352,7.9314,7.2498,7.8514,7.2785,6.5335,8.3908,10.706,10.1948,11.193,8.8612,7.032
ATX1,12.89886973,13.08170142,12.68255559,12.8180071,7.4714,7.1024,7.455,6.9179,7.0637,7.3053,8.1057,7.0821,6.2728,7.0725,7.4184
AUR1,12.54358271,12.57061529,12.58086433,12.64980526,1.4591,1.1121,1.1905,1.1104,1.0649,1.0428,0.9083,1.5249,1.3401,1.2117,1.6042
AVT3,13.58526588,13.50816271,13.5462876,13.88497409,2.4728,2.2932,2.8884,2.8398,3.5737,3.4919,2.959,2.8542,3.4285,3.0391,2.7517
AVT5,11.88363508,11.67034702,11.85302323,11.96394186,0.1407,0.1879,0.1235,0.1438,0.343,0.1809,0.1355,0.1381,0.1809,0.1766,0.1335
AYR1,13.94186019,13.81781026,13.94584534,13.82599532,1.1941,1.6979,2.3335,2.495,3.1414,3.7557,3.8402,2.7479,1.4659,0.9726,1.2775
BDF1,14.1278891,14.00049576,14.00864286,13.84976425,1.6351,0.8979,1.457,1.1098,1.4508,1.2779,1.0941,0.9606,1.2822,1.1675,1.4786
BDP1,11.97984476,12.0291419,11.87427898,12.07959863,0.5339,0.3861,0.3546,0.2601,0.2564,0.2809,0.4264,0.2494,0.4773,0.4506,0.3342
BET1,10.47872451,10.30840445,10.74722809,10.52503327,1.5505,2.1199,1.3393,2.2536,1.0711,0.3521,0.5516,1.2931,1.256,1.3484,1.8224
BET3,12.89433156,12.87070609,13.10725993,12.89291687,3.7798,3.8214,3.6637,3.5942,3.2559,3.9227,3.8182,4.1873,3.0547,3.6553,4.2335
BET5,12.29707973,12.26000704,12.39554414,12.32930924,0.9056,0.731,0.7999,0.5845,0.833,0.9905,1.0445,0.581,0.7438,0.7871,0.7769
BFR1,13.8023282,13.73210313,13.68896905,13.71684046,4.4721,8.702,7.6224,10.3376,12.1661,11.9409,9.6707,7.6458,4.2601,4.4677,7.3773
BIO2,10.78813121,11.0787083,10.99955222,10.71698956,3.5535,2.2427,3.4631,2.4261,3.2886,2.0067,2.5346,3.8261,5.9142,2.6915,2.4524
BIR1,10.76540332,10.72864368,10.49409807,10.7358676,0.8694,0.8541,0.6618,0.7363,0.814,0.6772,0.748,0.8939,0.9031,0.7797,1.0554
BMS1,10.8981576,11.37653737,11.31811793,10.85628679,2.6173,2.6494,1.7584,1.8471,1.414,0.9618,1.251,1.831,1.9699,2.1211,3.0578
BOS1,13.03535902,12.99670163,13.08767667,13.0437456,2.0845,2.5881,2.5559,2.8688,2.1091,2.5174,2.44,2.1761,1.4548,1.6354,2.042
BRF1,12.33816013,12.15525267,12.28186638,12.22131775,0.5508,0.3489,0.2879,0.2431,0.3978,0.431,0.4576,0.2749,0.5645,0.5631,0.3563
BRL1,8.558979161,8.581082582,8.268721441,8.857079542,1.5967,1.2753,1.4515,1.3578,1.4919,1.4303,1.413,0.9734,1.4504,1.3651,1.1606
BRR2,11.95341645,11.89189697,12.09037876,11.83866504,2.3614,2.1376,1.9902,1.9444,2.5733,2.2244,2.3757,2.0276,2.0702,1.7331,2.2155
BRR6,11.89181793,11.88846283,12.05777586,11.75479167,2.6872,1.4693,1.8929,1.3207,1.5081,1.9399,2.111,2.1024,2.999,3.5515,2.7878
BRX1,11.67384138,12.1159143,12.34538227,11.81285456,7.1521,7.4745,4.5683,4.385,2.9423,2.6031,3.2517,5.6031,5.9193,8.7473,9.6747
BUB1,3.185952864,3.263069832,2.94393154,2.597827835,0.8259,0.7359,0.6269,0.6892,0.6296,0.5332,0.5787,0.6576,0.6028,0.4966,0.7662
BUB3,11.41675562,11.36899412,11.28178403,11.54132802,0.82,0.76,0.9484,0.9469,0.9909,0.9095,1.0648,0.8843,0.7749,0.7553,0.9986
BUD6,10.55623758,10.44159225,10.54246836,10.53083847,0.5609,0.5536,0.5313,0.6378,0.6649,0.719,0.7035,0.5541,0.5235,0.4265,0.5566
CAF16,12.42310096,12.58517669,12.64500118,12.34721789,2.5004,2.4279,2.6781,2.71,2.3559,2.0897,2.5994,3.0676,3.1866,2.7757,2.9322
CAF4,10.10842765,9.929633768,10.01740823,10.15137173,0.6442,0.484,0.7491,0.6868,0.8941,0.846,0.7343,0.4266,0.4833,0.4333,0.5982
CAN1,14.57490693,14.47093663,14.48409189,14.63214976,1.2801,1.2409,1.1776,1.2062,1.4472,1.2895,1.5517,1.1445,1.3214,1.0101,1.2395
CAR1,15.57529923,15.50968308,15.39815351,15.61590873,2.161,2.0944,2.7393,2.6525,3.9282,8.0791,9.4576,5.6684,3.4676,1.9873,2.2315
CBF5,12.88485045,13.28461527,13.2081509,12.61716638,17.9657,18.7772,16.694,16.7568,17.4814,10.6324,11.2543,12.909,14.966,16.0507,18.7455
CBP3,13.51197884,13.69609049,13.64100227,13.35732975,2.7236,2.7704,3.0258,3.5422,4.199,4.4248,4.2575,3.7302,3.0389,3.1223,3.2614
CBP6,12.29672688,12.3365679,12.43811535,12.17892063,4.0502,5.4434,4.5086,5.4106,5.8065,5.3041,6.3368,5.8138,5.2563,4.6977,4.2868
CBS2,11.58372353,11.68748813,11.73591521,11.32977376,5.1346,6.5801,4.9018,6.7493,5.272,5.0636,5.0788,6.9928,5.2667,5.8543,7.7454
CCC2,11.94658205,11.97170687,11.75031906,11.85919068,2.3433,2.1442,3.1052,3.9959,5.3801,4.9418,5.039,3.5801,3.1007,2.1131,2.326
CCE1,11.6504414,11.54862986,11.78338356,11.58932694,0.5221,0.5976,0.5025,0.4501,0.3656,0.2423,0.3276,0.4523,0.4942,0.6104,0.5432
CCH1,8.835174854,8.574007425,8.467785822,8.225172961,1.1934,1.3367,1.0234,0.9814,1.3628,0.9042,1.0454,1.2576,1.1823,1.0911,1.2239
CCR4,11.99276008,11.8959596,12.10823479,12.39388059,3.8874,3.9586,3.3742,4.1464,4.8767,2.998,2.7764,3.2023,3.2257,2.9487,4.3401
CCS1,14.30409055,14.313964,14.2946385,14.00526824,5.6559,6.4885,5.7096,7.4419,10.1512,9.0291,8.7908,9.5918,7.3417,7.5861,7.9256
CCT2,13.03173845,13.04845463,12.90845636,13.20090029,8.6686,6.1089,7.7884,5.946,5.6036,5.9526,5.7408,4.8996,8.4914,8.7075,6.832
CCT3,12.3265857,12.44736611,12.48956775,12.44193109,8.6839,8.857,7.7243,7.9928,9.2725,6.2208,6.1033,6.7366,7.9611,8.1666,9.4266
CCT4,13.87179789,13.89485314,13.88716173,13.8006738,9.2936,8.6595,8.8099,7.0829,8.1269,6.0964,5.8221,6.9241,8.5616,9.6233,10.1668
CCT5,12.82731651,13.04068031,13.03133917,12.9462756,7.4917,7.6199,6.6014,6.4415,6.553,4.1385,3.8265,4.9447,6.569,5.8443,6.6547
CCT6,13.53753699,13.46089114,13.52292797,13.52016617,10.5544,10.6934,9.4415,9.44,8.3275,5.8862,5.4327,6.9927,8.8523,10.0841,9.668
CCT7,13.14214463,13.17476005,13.17448216,13.02071497,6.4194,4.9013,5.7985,5.1571,6.072,4.3138,4.2721,4.8941,5.7926,5.1618,6.0531
CCT8,13.53526796,13.57201805,13.63893516,13.57026277,10.0288,8.761,9.543,7.7636,8.3269,6.4811,6.0181,5.179,7.9843,8.209,8.1165
CDC10,13.72168697,13.5840513,13.50290777,13.69306651,1.1735,1.1019,1.6261,1.5167,2.0825,1.8354,1.7789,1.3532,1.289,1.095,1.4747
CDC11,11.92661776,11.96481008,11.93384747,12.04220514,1.01,1.0051,0.8515,0.8828,0.7951,0.6676,0.7575,0.9538,0.8745,0.7946,1.2251
CDC12,11.64781799,11.55245975,11.66079421,11.63144311,0.8239,0.8861,0.7743,0.9498,0.7791,0.7646,0.6919,0.6481,0.6241,0.7171,0.7057
CDC13,1.970809291,1.970809291,1.961389535,1.975738514,2.825,2.9404,2.568,3.158,3.1657,2.4143,1.9058,2.6711,2.9248,2.3025,4.087
CDC14,11.66544696,11.65437696,11.38116183,11.62910311,0.7487,0.8348,0.7136,0.8561,0.602,0.9366,1.0438,1.3481,1.1552,1.0126,1.0073
CDC15,11.54001854,11.58820261,11.55307218,11.57959153,1.8447,1.7169,1.3606,1.2695,0.8936,0.3772,0.5021,1.2494,1.6816,1.418,2.2983
