,GSM476089,GSM476090,GSM476091,GSM476092,GSM1519986,GSM1519987,GSM1519988,GSM1519989,GSM1519990,GSM1519991,GSM1519992,GSM1519993,GSM1519994,GSM1519995,GSM1519996
RLP24,9.687534194,10.37399905,10.43432152,10.14192279,5.4316,7.2635,2.824,3.5922,2.3297,1.4853,1.9669,4.7328,3.492,5.998,7.6027
RLP7,11.00095006,11.45367697,11.60467742,11.03832065,13.6541,12.6539,7.609,7.8699,5.4399,5.5646,7.0177,10.3629,9.9198,12.9885,13.2185
RMI1,11.15069694,11.08555923,11.3714454,11.31736793,0.4091,0.3969,0.2458,0.2929,0.1052,0.0633,0.1058,0.1728,0.2407,0.3111,0.4188
RML2,12.21527035,12.20197326,12.13652915,12.28580811,1.7144,1.2165,1.3278,1.0827,1.3292,1.0197,1.0698,1.3112,1.3537,1.3631,1.6661
RNA14,10.93468537,10.89203533,10.92021436,10.47520657,1.9763,2.3718,1.9007,2.2702,2.3583,1.6236,1.6256,1.5831,1.7002,1.6173,1.9652
RNH1,11.30076308,11.18581129,11.31511559,10.94174227,3.433,3.0814,3.2835,3.3397,2.6722,3.1549,3.6467,3.4924,3.1185,3.6139,3.9865
RNH201,8.147106403,8.317419601,8.021811224,8.665065922,1.5442,1.3136,1.4029,1.385,1.2905,1.0658,1.212,1.6273,1.7714,1.9807,1.8494
ROK1,10.04975126,10.50874938,10.41138872,9.996231242,2.5887,1.7053,1.4975,1.1238,1.2082,0.9186,1.0631,1.0801,1.7931,2.6996,2.4344
ROX3,12.00623431,11.83124151,12.01379907,11.94499649,1.8789,1.7245,1.8195,2.2211,1.6859,2.984,3.3329,2.5171,2.1209,2.249,1.748
RPA12,5.68104452,5.899485517,5.733952045,6.59855692,7.0288,8.4663,4.8219,5.3519,2.7822,2.3086,2.8067,4.9644,4.7974,7.7592,8.6013
RPA34,10.44879747,10.70483337,10.83188391,10.43409429,7.2861,8.8256,4.3494,4.3966,2.5641,1.3142,2.0031,3.855,3.8863,5.9383,7.3414
RPA43,8.458213378,9.183675595,9.514847454,8.541184071,8.6022,9.4242,7.3189,6.9063,5.1078,4.0734,4.3906,5.129,6.1658,7.7514,8.9517
RPA49,8.268402133,8.8651889,9.027792097,8.503304395,5.4245,3.7438,3.1731,2.3078,2.4647,1.7458,1.973,2.209,3.8239,5.9116,5.5157
RPB10,13.01368105,13.06992123,13.13058586,12.81214342,11.0071,13.0282,8.885,10.6802,7.6612,5.9982,7.0982,11.135,10.6157,11.9686,12.088
RPB11,12.61242435,12.56816361,12.40853529,12.47928297,5.3538,5.3795,4.6241,5.3832,4.4046,4.0018,4.2983,5.0675,4.6026,5.1009,5.8031
RPB2,13.23752736,13.24579146,13.1272952,13.17719805,4.2745,4.4672,4.0168,4.5563,5.4051,5.2198,4.9032,5.6009,4.8742,3.9551,4.8004
RPB3,12.67814772,12.62016593,12.63376563,12.64913423,3.1087,2.2747,2.6425,2.4977,2.0312,2.2006,2.2227,3.0513,2.7814,3.5259,4.0781
RPB4,13.88563689,13.83557509,14.00679715,13.67810293,6.3582,5.7506,5.3907,5.0886,3.8912,4.3697,5.3705,5.121,5.6538,5.6677,5.3313
RPB5,11.66895328,11.73554956,11.80328196,11.59813754,7.3309,8.4486,6.1825,6.9276,4.8658,3.1295,3.2512,5.9821,6.035,8.1115,8.7486
RPB7,13.50563816,13.47554753,13.45827507,13.54043362,5.6291,4.2581,5.2221,3.8145,3.0718,3.7186,4.3095,4.3004,5.0012,4.9599,4.7965
RPB8,12.46716295,12.85002527,12.46797946,12.67423274,5.8219,5.5931,4.5097,4.5898,2.4887,1.9066,2.3781,3.5649,4.0442,5.1279,5.5327
RPB9,11.74169247,11.8128957,11.96679454,11.56473705,0.4027,0.5607,0.3262,0.4975,0.4949,0.2445,0.2918,0.4531,0.4879,0.5418,0.5148
RPC10,11.30263641,11.31071267,11.46157105,11.13874003,4.2636,4.7743,3.526,3.25,2.0873,1.6669,2.1648,3.1548,3.6586,5.1167,4.3234
RPC17,7.878111566,7.905146211,7.872151966,7.758451953,1.1415,1.286,0.8691,1.0336,0.5858,0.449,0.6876,0.7025,0.7007,0.9088,0.8162
RPC31,7.91093425,7.933786268,8.207421287,7.840702852,2.3637,1.2487,1.7874,1.039,0.7039,0.8912,1.2097,1.5272,1.8804,2.3123,2.2524
RPC34,9.30660382,9.494320447,9.977477386,9.475649609,3.2373,2.0716,1.7798,1.0905,1.0273,1.0447,1.2332,1.5734,2.28,3.5221,3.0693
RPC40,12.14635677,12.44175644,12.54084021,12.17592417,10.6889,12.1516,9.0493,9.6696,5.8121,4.5357,4.8394,8.7725,8.2837,12.4692,13.5078
RPL29,15.26549068,15.38142029,15.23093529,15.12212091,27.6435,29.2652,26.4634,27.4828,25.831,28.5326,26.8834,25.5355,26.9908,27.978,25.7915
RPL39,15.12105433,15.28040791,15.03242978,14.90665499,29.3872,29.5251,27.9344,29.3966,28.0118,28.3124,28.5186,27.0393,29.2462,29.1406,28.4677
RPM2,14.00160047,13.98753488,13.75771658,13.76865881,0.9279,1.1798,0.7191,0.856,0.8011,0.5428,0.594,0.7064,0.7625,0.9339,1.0096
RPN10,13.6268875,13.71364045,13.51623703,13.92340686,8.9133,8.9517,8.5282,9.3899,8.5349,11.5349,11.9309,9.8386,9.5529,8.9997,7.9691
RPN11,14.15515178,14.13489533,14.2533173,14.16733062,7.0352,4.2576,6.7626,5.3102,6.5364,7.4481,5.6825,5.9665,6.9367,6.9857,7.3838
RPN12,14.25101859,14.15303746,14.12641548,14.16087921,10.9969,10.2148,11.11,10.769,9.481,11.0435,11.5665,10.6948,11.9745,11.3397,9.6447
RPN2,14.29740149,14.20968651,14.25762045,14.12314372,5.1584,4.9615,5.5826,5.384,6.9483,6.2774,5.5753,5.4683,5.4196,4.1001,5.4335
RPN3,14.1559161,14.11959475,14.20656341,13.95336403,6.3249,6.3673,6.495,6.8584,8.5138,8.4293,8.2394,7.6199,7.3486,7.7216,8.1198
RPN8,14.54330311,14.39657862,14.46316608,14.37540637,5.867,6.4671,5.9339,7.5774,6.9554,6.9399,6.705,8.0092,6.0379,6.1424,7.4215
RPO41,12.74989537,12.57261853,12.73246679,12.6843946,1.4623,1.264,1.2978,1.3598,1.5215,1.311,1.349,1.2338,1.1471,1.0844,1.4702
RPP0,15.26884733,15.29407566,15.26618723,15.29890498,25.5825,26.5804,24.775,25.9343,25.7026,24.3732,24.8888,25.5993,24.3586,23.9563,26.9656
RPR2,9.192636673,9.215253865,9.349190054,9.004068809,1.1615,1.3147,1.1532,1.4352,0.8074,0.6273,0.7508,0.7002,0.7584,1.1753,1.1346
RPS13,14.90358596,15.07185331,15.03954886,14.88694139,32.7861,32.8288,32.0161,32.9079,33.221,32.7624,32.3224,33.1956,32.8549,31.7665,33.64
RPS2,15.04627439,15.13052359,15.01681851,15.07322045,28.1715,27.1758,26.7027,26.8058,26.7008,24.9877,24.6736,26.0074,26.425,26.3164,28.3561
RPS20,15.67280204,15.69847679,15.71863152,15.56892564,29.5053,29.5372,29.1614,29.7508,29.7373,27.4948,27.5719,28.1113,27.9832,27.2476,29.8413
RPS3,15.36585642,15.38309381,15.38826346,15.39600193,29.3601,29.8129,26.6609,29.6943,29.5816,26.7388,25.1996,28.4842,28.8862,28.2422,29.8512
RPS5,14.99669332,15.13456119,15.14288506,14.85464402,21.5454,22.5843,20.6518,20.9623,20.5031,18.3533,16.818,19.6191,19.2529,20.6816,22.1022
RPT1,14.91021421,14.86293966,14.96889537,14.95622872,10.4419,11.2423,10.9301,10.8738,11.7339,10.5459,10.4507,10.8273,9.4892,9.7155,11.5812
RPT2,13.61242438,13.62726285,13.51006127,13.49395014,9.4642,7.9266,9.8531,9.3979,11.066,11.6969,10.5277,11.0571,10.7571,10.6106,10.9317
RPT3,13.9463318,13.87573395,13.79571889,14.07075602,7.6737,5.9666,7.6377,6.9197,7.7132,7.1541,6.8388,8.1562,7.8786,7.8924,9.1683
RPT4,13.64166556,13.62012985,13.75652806,13.70097974,10.7392,9.9884,10.5873,11.5453,11.0984,10.8465,10.9903,12.1442,11.6091,11.5258,12.0911
RPT5,13.44971716,13.29697456,13.51396215,13.48834286,2.9499,1.6932,3.3049,2.2829,3.4897,4.389,3.3415,2.1882,3.9641,2.3961,1.9302
RPT6,14.21995083,14.16078308,14.07288519,14.27502656,8.2706,9.4927,9.8703,11.7456,12.8256,11.1269,10.2315,11.214,9.0404,9.1735,10.4896
RRN3,10.23037147,10.28101644,9.99597408,10.38722047,2.5216,2.2441,1.9842,1.6788,1.5447,1.1717,1.1573,1.6233,2.1433,2.949,2.7682
RRN7,6.104685387,5.757473431,6.093675027,5.964458831,2.2793,2.1684,1.8552,1.7536,1.9508,1.7865,1.8047,1.5036,2.2583,2.1978,1.8652
RRP12,10.05774777,10.13970944,10.18177502,8.653895077,1.7701,1.8825,1.2988,1.3012,1.1582,0.7592,1.0164,1.1046,1.2968,1.4212,1.6993
RRP46,11.75619993,11.93898406,11.88213211,11.86317839,2.8147,2.756,1.8971,1.9161,1.3055,1.4905,2.0435,3.6058,2.6416,3.3934,3.624
RRP6,10.716592,10.79862074,10.71926425,10.8285287,1.18,1.3862,0.8166,0.8145,0.5771,0.3408,0.5289,0.8523,0.9042,0.8775,1.1665
RRS1,2.145869878,2.157540231,2.145869878,2.145869878,5.9236,6.43,3.6816,3.8652,1.8299,1.1331,1.7914,3.6363,3.703,5.5336,6.1329
RSC1,12.29739643,12.45114994,12.1851801,12.25162378,0.8517,0.9575,0.9706,1.0709,1.182,0.887,0.8373,0.886,0.6939,0.6578,0.9246
RSC4,12.05530099,11.92192538,11.7987842,11.99374256,1.6182,1.5914,1.4174,1.314,1.3989,1.0519,1.1453,1.2534,1.3581,1.2418,1.6136
RSC58,12.06945289,12.19943204,12.21652348,11.65160048,1.373,1.2106,1.283,1.1339,1.1379,0.6823,0.7699,0.9586,0.8657,0.9663,1.3913
RSM10,14.28875302,14.27607179,14.19879167,14.08854765,1.2491,0.8921,1.1065,0.9207,0.9349,1.1538,1.1521,0.8736,1.301,1.1787,1.0262
RSM18,13.79051309,13.82754059,13.85533723,13.75318031,5.728,5.6136,4.9582,4.9196,3.5583,4.1405,4.5496,4.5296,4.691,5.536,5.2058
RSM19,12.06073661,12.13056015,11.95538125,11.93492273,4.5432,4.4635,3.8187,3.7764,3.1985,3.6653,4.1308,3.7162,3.7286,3.9377,3.8469
RSM23,12.56265417,12.66343429,12.48061527,12.56322364,4.0788,3.1068,3.9787,3.1951,4.2111,3.647,3.2142,2.2517,3.2692,3.4259,3.1041
RSM24,12.26127187,12.22177699,12.18977764,12.42005671,6.0815,5.1785,5.3293,4.9562,3.6618,3.9497,3.9912,4.5219,5.1677,6.4473,5.0345
RSM25,10.64801971,10.60225675,10.52179574,10.86828339,1.3921,1.1179,1.3481,1.1955,1.2402,1.2323,1.4277,1.3813,1.4714,1.5516,1.6316
RSM27,12.14570519,12.26404712,12.29558027,11.79821215,2.8575,2.6725,1.948,2.2337,1.7546,1.7847,2.2486,2.0503,2.467,2.3056,2.3709
RTF1,12.78517733,12.79299992,12.90074496,12.72399019,2.7968,2.3048,2.7166,2.0946,1.685,1.6693,1.9025,1.8333,2.3135,2.9902,2.5746
RTR1,11.37075526,11.31546453,11.54253885,11.65109224,0.2735,0.2028,0.228,0.1375,0.1904,0.2959,0.2404,0.1233,0.2572,0.1865,0.1453
RTT109,10.76771534,10.98208436,10.91921142,10.99781154,2.6595,1.7538,2.4347,1.8511,1.6519,1.6669,1.8749,1.4665,2.0371,1.9505,1.877
RVB1,12.7154758,12.70068184,12.69517383,12.6824817,6.7753,6.946,6.386,6.8383,5.6281,5.3747,4.7414,7.0467,6.6897,6.535,8.1792
RVB2,13.40252357,13.39058841,13.3939553,13.38253974,8.0919,8.0185,7.6066,8.6643,6.3739,5.2932,5.2549,7.956,7.0693,7.6966,9.861
RXT2,12.05031932,12.06972566,11.94920289,12.1119747,1.7365,2.2577,2.1795,2.8384,2.7913,2.8297,3.1876,2.445,1.7029,1.8125,1.8114
RXT3,12.40123225,12.37038691,12.23406095,12.43443859,0.9252,0.5264,0.8836,0.6684,1.0456,1.3406,0.9602,0.4644,0.7873,0.9468,0.7511
SAD1,10.40189982,10.52777725,10.66281795,10.13198023,0.1513,0.1432,0.1076,0.1658,0.2246,0.0927,0.106,0.106,0.1362,0.1246,0.1558
SAF1,12.60078338,12.54814449,12.55195179,12.57791011,1.054,0.8142,0.859,0.6925,0.5742,0.7439,1.0325,1.1694,1.2309,1.1209,1.2495
SAK1,8.825981131,8.421050818,8.599296782,8.630623911,0.8799,0.9973,0.6574,0.8015,0.986,0.588,0.6717,0.9087,0.7742,0.8194,1.319
SAM1,14.26040703,14.34633601,14.2852155,14.40595351,14.3252,9.9608,12.7849,9.9533,7.4663,5.0021,4.0703,5.932,10.9885,11.7619,12.6568
SAM50,11.25493051,11.30648451,11.1896232,11.40098264,1.3901,1.1678,1.8855,1.5117,2.4381,2.372,2.0846,1.422,1.803,1.4499,1.232
SAP1,10.06587924,10.05935582,9.889455275,10.19314099,0.826,0.4898,0.8822,0.5612,1.2265,0.4952,0.3261,0.3636,0.5161,0.489,0.6797
SAR1,14.95199623,14.81588919,14.83521568,14.92504509,8.6212,10.045,8.4983,10.2472,11.0098,9.3566,9.4212,10.2637,7.9187,8.8284,10.7913
SBH1,13.84229972,13.74891348,13.70705592,13.82095139,17.5102,18.2626,16.5485,16.7553,16.2072,12.2001,13.7226,16.5939,15.3162,17.1278,19.2653
SBP1,14.68873736,14.63799612,14.68016701,14.76497775,16.9639,18.6566,17.0292,16.0938,14.2142,14.0015,14.2118,14.9145,16.554,17.0187,15.9788
SCM3,9.721744113,9.845248223,9.39672292,10.18566846,0.5223,0.4585,0.6464,0.5418,0.7157,0.9202,0.9041,0.6176,0.5846,0.7129,0.6084
SCP1,12.66926626,12.67558862,12.72632869,12.52407164,1.4085,1.3962,1.5561,1.5938,1.6555,1.8308,1.7676,1.439,1.5711,1.1054,1.1765
SCS7,12.8695063,12.85681401,13.02430228,13.06991221,5.5792,3.5733,4.9427,4.6194,6.1935,4.3006,4.0826,3.6995,4.8608,4.9931,5.1142
SDA1,10.76927647,11.16634182,11.04146096,10.76092497,1.8288,1.7625,0.8605,0.6958,0.4504,0.2622,0.5165,1.1174,1.2889,1.5935,2.1811
SDC1,11.15023675,11.18747945,11.32752199,11.1114019,2.4227,3.911,1.9698,3.4731,2.3487,1.7144,1.9272,3.12,2.2198,3.1505,3.2972
SDH1,13.86778909,13.80247807,13.78176638,13.80636525,10.9908,11.1302,10.4353,9.7629,10.563,6.439,5.1521,6.7831,9.8033,8.4364,10.9472
SDH2,13.92479821,13.70533566,13.84050389,13.82540783,11.5746,10.5809,10.2799,10.7766,7.5684,4.6564,4.9971,11.4307,11.9482,13.7371,13.4449
SDH3,14.37866877,14.22588338,14.332286,14.2643034,9.5169,11.3766,9.1134,10.0187,8.8368,5.3634,5.6283,9.1999,9.2314,10.2214,11.6887
SDH4,14.62957432,14.49462933,14.69564242,14.68487078,9.0181,9.9893,7.8445,9.4886,6.6121,3.7383,2.9662,9.0312,8.5205,11.44,13.969
SDO1,11.68122072,11.90082057,11.93899708,11.73199444,9.1435,8.4105,8.3718,8.3402,7.2154,6.2593,6.8902,6.7562,7.4483,9.5225,8.8466
SDS22,13.43184967,13.3131764,13.24705103,13.46917805,3.6928,3.4613,3.6413,4.0255,4.1746,4.2094,4.6634,4.2643,3.6557,3.776,3.9157
SDS23,10.43934896,10.26590705,10.43066763,11.01319487,4.6043,2.7775,4.7142,3.8376,7.0785,8.4264,6.6388,3.7528,4.5533,3.1937,3.4431
SDS3,10.96972778,10.78864149,10.86883794,10.80327956,1.3465,1.5035,1.8563,1.7818,1.503,1.4611,1.5223,1.3312,0.9655,1.1327,1.4507
SEC1,10.94271512,10.88039574,10.67982945,10.91158293,0.6619,0.716,0.5767,0.6064,1.0432,0.656,0.6564,0.5319,0.6718,0.4065,0.5547
SEC10,11.901244,11.98839418,12.01740113,11.71757048,1.0398,1.1614,1.3616,1.3727,1.9061,1.4497,1.4284,1.1025,1.0489,0.9392,0.9274
SEC13,13.44722328,13.41697697,13.33721791,13.51045493,8.6218,9.3624,9.0852,9.3596,10.6833,7.5565,7.7315,8.9067,7.1348,6.6521,9.8807
SEC15,12.55277688,12.44742046,12.37891306,12.56961779,0.5168,0.4095,0.491,0.3927,0.5474,0.4973,0.5736,0.6705,0.7488,0.4765,0.5677
SEC2,10.86356285,10.74959794,10.61273599,10.64732687,0.7093,0.6246,0.746,0.7739,0.7902,0.5959,0.6145,0.6546,0.5473,0.5606,0.7929
SEC20,12.14943488,12.36901292,12.25972493,12.49541042,3.083,2.8837,3.5376,3.2716,3.1432,3.3014,3.0467,2.4237,2.6084,2.84,2.7865
SEC21,13.85290978,13.78329545,13.81174073,13.75381435,2.5271,2.974,2.4803,2.8131,3.6601,2.7154,2.4174,3.2484,2.9553,2.2931,3.6034
SEC22,13.30239306,13.18369988,12.99878636,13.39895895,7.5507,8.3401,8.3307,9.2383,7.5123,7.336,8.2036,7.6384,7.1885,7.858,7.619
SEC26,13.65655013,13.59920609,13.57785749,13.65571836,4.5531,5.1354,4.6535,4.8621,6.023,4.7398,4.2207,4.5268,5.0142,3.912,4.9411
SEC27,13.20829847,13.18632884,13.19604202,13.10342585,2.6706,3.0957,2.8004,2.8616,3.7699,3.4331,2.8904,2.7164,3.0277,2.4683,2.727
SEC28,14.14693827,14.17204298,14.18304599,14.07611872,6.8845,6.0753,7.2779,6.5001,5.5525,4.6556,5.6804,6.2742,7.0544,6.3278,6.8933
SEC31,13.7402589,13.67627134,13.56378318,14.05084638,1.4156,2.894,1.3179,2.3443,3.7698,1.3439,1.4674,2.6974,1.2462,0.9507,2.5082
SEC59,11.13453101,11.24116271,11.3275729,11.17471505,1.9809,1.3592,1.6133,1.062,1.3362,1.1966,1.243,0.8989,1.9524,1.4046,1.1949
SEC61,13.8726729,13.80857653,13.72635946,14.08619058,4.5996,3.2197,3.8386,3.1346,3.0704,3.6425,2.7898,2.2241,3.4219,3.5695,3.5628
SEC63,12.26094582,12.4106707,12.33427759,12.27539878,1.7942,1.7378,1.6088,1.7343,2.1943,1.8395,1.5006,1.3312,1.868,1.5214,1.5567
SEC65,12.70604128,12.7494972,12.74639846,12.69278768,6.826,7.385,7.0622,7.3588,7.8142,6.3932,6.4352,7.2819,7.4208,8.0405,7.929
SEC66,12.96487343,12.94779171,12.87620566,13.02591417,2.9752,3.859,2.6783,4.0945,3.4928,2.1387,2.3213,3.0175,2.3712,3.038,3.25
SEC72,12.63665318,12.60514664,12.83601108,12.56727627,3.2531,3.8703,3.238,3.5882,6.7705,9.6503,8.635,5.6689,3.9427,2.9882,3.4941
SEC8,11.35622185,11.35607103,11.1201149,11.1633166,0.8644,0.8059,0.8845,0.8417,1.1846,1.1668,1.1641,0.8101,0.9328,0.7129,0.7471
SEC9,13.12038092,13.16342372,13.00201165,13.10738153,2.4562,2.0967,2.2714,2.309,2.2688,2.4976,2.6025,2.4679,2.4653,2.2499,2.323
SED5,10.07029046,10.2070476,9.808052468,10.46219758,0.9184,0.3889,0.7157,0.5884,0.5958,0.9574,0.8584,0.6003,0.9008,1.2975,0.8283
SEH1,11.10398634,11.08030633,11.1074554,11.33778257,2.2999,2.1643,2.1869,2.258,2.1404,2.0808,2.3772,2.254,2.3984,2.0892,2.414
SEN1,10.5987433,10.56938433,10.539102,10.92381816,1.9592,2.0952,1.5127,1.4172,1.0239,0.5906,0.7476,1.3234,1.4668,1.6147,2.1827
SEN15,10.5310178,10.61241052,10.747829,10.59357921,1.575,1.808,1.4997,1.5246,1.1436,1.3281,1.7073,1.8459,1.5786,1.7254,1.5397
SEN2,10.37115836,10.65355029,10.66528485,10.63438721,0.772,0.8635,0.6917,0.6803,0.7405,0.6101,0.6184,0.7998,0.9098,1.0341,0.8327
SEN54,10.71871762,10.74956449,10.70633198,10.47082428,0.9564,0.8304,0.6763,0.7483,0.5537,0.7105,0.8313,0.9134,0.9221,0.9793,0.8439
SET1,11.76930668,11.79002481,11.75724281,11.77814094,0.6917,0.6658,0.6136,0.6975,0.6464,0.5957,0.6347,0.514,0.6399,0.5502,0.6505
SET3,12.29088767,12.28195208,11.99565837,12.23219435,1.1242,1.0363,1.0551,0.9802,1.0037,0.7256,0.7905,0.8909,0.8184,0.8113,0.9512
SET5,11.98234864,12.059748,11.91755854,11.96030654,2.2791,1.9028,1.4222,1.2762,0.6774,0.6632,0.9246,1.5175,1.436,2.5647,2.8357
SET6,2.123304796,2.123304796,2.103782745,2.123304796,2.0342,1.3589,2.2839,1.4559,1.759,2.3148,2.3388,1.5317,1.86,1.791,1.6777
SFC1,14.56073235,13.85389029,14.66341871,14.53451596,1.0242,0.7554,1.2035,0.8186,1.0668,0.9463,0.929,0.6431,0.7677,0.6644,0.8791
SFI1,10.88289927,10.89639809,10.7261556,10.7082574,0.9009,0.6743,0.7521,0.6414,0.5899,0.675,0.6851,0.5598,0.9348,0.8975,0.7293
SFP1,12.63502524,12.50987277,12.40762418,12.37806203,1.4685,1.4127,0.689,1.1212,0.9985,0.8611,0.8678,1.8528,1.6321,1.8954,2.2539
SFT1,11.97383807,11.97840618,12.23527105,11.67761877,3.0873,3.2831,3.1898,2.9024,2.1872,3.2495,3.6372,2.9654,2.883,3.0141,2.4424
SFT2,13.02194013,12.94732787,13.06107816,13.07661675,3.9763,4.2176,4.7783,4.9761,4.7103,5.0315,5.2445,4.8764,4.4788,4.4198,4.3359
SGF29,12.01447178,11.8819003,12.02726071,11.89830206,2.5777,2.7481,2.2033,2.235,1.5855,1.5541,1.8335,2.1297,1.957,2.4219,2.3367
SGO1,11.07640882,11.05607783,11.00928418,10.98948052,1.268,0.8738,1.0762,0.7747,0.9026,0.7678,0.8356,0.7061,1.111,0.9027,0.7498
SGT1,12.15105003,12.21535797,12.08292426,12.17020349,0.378,0.4358,0.4403,0.4174,0.4439,0.5521,0.612,0.4222,0.6202,0.517,0.4173
SHG1,10.66344806,10.80541437,10.87877127,10.58907286,1.3125,1.2908,1.3008,1.0905,0.7238,0.4906,0.7538,0.7798,0.9113,1.1266,0.9726
SHM2,12.92571291,13.18395203,13.12290228,13.09414447,6.1259,4.5186,5.012,4.0268,5.5417,4.6352,4.7342,4.3692,5.7381,5.6035,4.9373
SHQ1,8.778447889,8.916250288,8.870744217,8.94696384,1.7942,1.7677,1.1325,0.9238,0.9599,0.9741,1.2769,1.4386,1.7716,1.5253,1.6357
SHY1,11.51219661,11.60349253,11.41094244,11.53374636,0.9529,0.5132,0.7767,0.6839,0.8549,0.8539,0.8458,0.6263,1.087,1.0373,0.7457
SIF2,11.72420343,11.66773345,11.80263781,11.76715815,0.4774,0.4745,0.407,0.5021,0.4127,0.3972,0.4683,0.5851,0.4539,0.4936,0.5415
SIP1,11.42236083,11.40458776,11.21294354,11.41902063,1.8165,1.7843,1.6375,1.6982,2.031,2.042,2.2539,2.1973,2.2921,1.6852,1.9168
SIR1,10.88954985,11.03904004,10.82499786,10.87207225,14.0027,13.9476,13.6822,13.1018,10.4613,4.985,5.5677,10.1795,13.5828,11.547,14.3053
SIR2,9.168437122,8.990513871,8.908910811,9.090223483,1.2948,1.4372,1.243,1.1604,1.2834,1.0616,1.1359,1.2718,1.2482,1.4504,1.7409
SKP1,13.99384716,13.88071313,13.87008607,14.01468626,5.8855,7.0109,5.2071,6.8162,6.3572,6.8675,7.7576,6.9281,6.5266,7.3142,6.1716
SLA1,13.08121056,13.1283992,13.28420496,13.13743699,14.267,14.6659,11.5282,10.702,5.2396,3.9174,4.8218,9.0621,10.6675,14.0309,15.3107
SLC1,12.38262099,12.5253377,12.46316061,12.70308994,7.9939,7.9871,7.6909,7.9497,6.9843,7.7125,8.3426,9.0703,9.1393,8.8727,9.1184
SLD3,9.842333584,9.435895435,9.527505976,10.08269259,0.5797,0.6428,0.607,0.7188,0.8828,0.7325,0.7543,0.6222,0.5669,0.5529,0.6668
SLD5,11.23177494,11.0652557,10.77463172,11.53907282,5.511,4.2842,4.5207,3.6596,3.1824,4.4685,4.8661,4.9246,4.9549,5.1278,5.226
SLM5,10.95820471,11.08666617,10.86132479,10.90106053,0.3228,0.1993,0.3148,0.2881,0.2478,0.2257,0.2414,0.1642,0.2481,0.1928,0.2406
SLU7,12.36845689,12.32683268,12.34887928,12.05291806,1.4784,1.6086,1.8634,2.0617,2.4588,2.1852,2.5839,1.8993,1.6298,1.3324,1.4483
SLX1,11.52029971,11.52700431,11.55752537,11.49611242,0.3089,0.3431,0.2278,0.2825,0.2605,0.1622,0.1698,0.1947,0.2922,0.3363,0.2645
SLX4,10.19086738,10.17214455,9.921655991,10.53916185,0.3111,0.2124,0.2664,0.2735,0.3161,0.2896,0.3415,0.2016,0.3068,0.3504,0.1847
SLX8,10.99669142,10.95671074,10.92622893,11.07762542,0.7991,0.6487,0.5498,0.4441,0.8192,0.6389,0.6186,0.3315,0.7193,0.5492,0.3949
SLY1,12.21549904,12.27270994,12.15291714,12.20520346,2.0946,1.6033,1.9307,1.9519,2.4815,1.7911,1.6302,1.4472,2.1784,1.638,1.6339
SMB1,12.81521675,12.81738863,12.7403607,12.7411589,6.0211,6.8556,5.7189,6.5749,6.0624,3.3706,3.7384,6.9007,3.7364,4.9084,8.186
SMC5,10.18102048,10.22971486,10.07203191,10.01320158,0.9247,0.8804,0.8975,1.1098,1.6539,1.4221,1.3991,1.0382,1.0273,0.9454,0.8558
SMC6,10.47852967,10.54639843,10.63660426,10.47594229,0.6199,0.6751,0.5126,0.7356,0.8093,0.671,0.6562,0.785,0.5654,0.5443,0.7443
SMD1,12.19163866,12.27515327,12.37271547,11.89221242,4.4376,4.9421,3.7769,4.6632,3.4596,3.2184,3.6019,3.3578,3.8376,3.8129,4.2186
SMD2,11.59890635,11.49085234,11.6961271,11.43020177,11.8998,9.3099,10.8687,8.4151,6.843,8.942,9.99,8.817,10.5437,10.7793,9.1171
SMD3,11.59167406,11.68844016,11.64530046,11.81219989,14.1116,12.1585,12.9581,11.1363,9.2218,10.1649,11.2772,11.4276,12.5982,14.289,12.7422
SME1,10.73581533,10.87185613,11.02178655,10.64219203,0.6491,0.7985,0.5457,0.61,0.3955,0.4133,0.4637,0.46,0.5138,0.7908,0.7712
SMF1,12.10898485,12.15467504,12.09590698,12.13220627,5.3656,5.6981,4.6244,5.7217,4.1849,4.9648,5.2216,5.027,5.1061,5.7227,4.8907
SMI1,11.91841617,11.89388187,11.80231875,11.72037872,2.4578,2.6178,2.1384,2.3556,2.5439,1.5462,1.53,2.0408,2.1288,1.8534,2.4708
SNU13,12.28613249,12.51912999,12.62125409,12.43184138,18.4725,18.7195,17.1915,16.8858,12.1764,10.9625,11.6089,14.5594,15.9317,20.0043,18.1593
SNU23,10.58193884,10.78774648,10.88216926,10.47075915,1.1436,1.2394,1.1077,1.1453,0.8204,1.0024,1.1629,0.8558,1.0159,1.0385,1.0069
SNU66,8.283249839,8.408513271,8.517441244,7.528417887,1.9671,1.8706,1.3973,1.3833,1.3257,1.3442,1.6914,1.432,1.7084,1.8382,1.476
SNZ1,11.14869093,11.19513682,11.35957362,11.57293766,13.9841,14.0242,13.6816,12.9331,16.8277,14.6521,14.694,17.6292,15.4373,13.4291,16.942
SOD1,15.7425939,15.71650858,15.54069549,15.67001254,23.509,21.942,25.2524,23.0113,24.3271,30.4254,31.2349,26.456,24.4254,27.1142,24.535
SOD2,15.07191615,15.0396387,15.08733679,14.93396416,2.7282,2.2294,2.9202,2.1757,2.8003,3.2272,3.4787,2.4269,2.8457,2.1536,2.0609
