,GSM1519986,GSM1519987,GSM1519988,GSM1519989,GSM1519990,GSM1519991,GSM1519992,GSM1519993,GSM1519994,GSM1519995,GSM1519996
rrp46,2.8147,2.756,1.8971,1.9161,1.3055,1.4905,2.0435,3.6058,2.6416,3.3934,3.624
rrp6,1.18,1.3862,0.8166,0.8145,0.5771,0.3408,0.5289,0.8523,0.9042,0.8775,1.1665
rrp8,2.7167,2.6463,1.5869,1.6968,1.4503,1.2238,1.452,2.0842,1.7997,2.9847,3.3021
rrs1,5.9236,6.43,3.6816,3.8652,1.8299,1.1331,1.7914,3.6363,3.703,5.5336,6.1329
rsc1,0.8517,0.9575,0.9706,1.0709,1.182,0.887,0.8373,0.886,0.6939,0.6578,0.9246
rsc4,1.6182,1.5914,1.4174,1.314,1.3989,1.0519,1.1453,1.2534,1.3581,1.2418,1.6136
rsc58,1.373,1.2106,1.283,1.1339,1.1379,0.6823,0.7699,0.9586,0.8657,0.9663,1.3913
rsc7,1.1051,1.1509,0.7704,0.8708,1.4232,1.0979,1.0863,1.4781,1.2747,0.884,1.1371
rsc9,1.7965,2.0781,1.5712,1.7717,1.8218,1.0542,1.1257,1.2733,1.3673,1.2916,1.9091
rsd1,0.7431,0.8605,0.8314,0.8322,1.2067,0.7458,0.8536,0.8454,0.911,0.7663,0.9464
rsm1,3.3889,2.9186,2.9433,2.1844,1.6358,1.6531,2.079,2.5859,3.2254,3.2916,2.988
rsm10,1.2491,0.8921,1.1065,0.9207,0.9349,1.1538,1.1521,0.8736,1.301,1.1787,1.0262
rsm18,5.728,5.6136,4.9582,4.9196,3.5583,4.1405,4.5496,4.5296,4.691,5.536,5.2058
rsm19,4.5432,4.4635,3.8187,3.7764,3.1985,3.6653,4.1308,3.7162,3.7286,3.9377,3.8469
rsm23,4.0788,3.1068,3.9787,3.1951,4.2111,3.647,3.2142,2.2517,3.2692,3.4259,3.1041
rsm24,6.0815,5.1785,5.3293,4.9562,3.6618,3.9497,3.9912,4.5219,5.1677,6.4473,5.0345
rsm25,1.3921,1.1179,1.3481,1.1955,1.2402,1.2323,1.4277,1.3813,1.4714,1.5516,1.6316
rsm27,2.8575,2.6725,1.948,2.2337,1.7546,1.7847,2.2486,2.0503,2.467,2.3056,2.3709
rsp1,0.6286,0.5603,0.4345,0.5772,0.5779,0.4028,0.3631,0.4662,0.6282,0.5449,0.5895
rst2,1.6185,1.6182,1.9597,1.9787,2.6592,2.3211,2.5157,2.2713,1.9124,1.3351,1.5604
rsv1,0.0397,0.0319,0.0361,0.0426,0.0603,0.0529,0.0566,0.031,0.0362,0.0363,0.0372
rsv2,0.2834,1.1131,1.9477,1.4304,1.343,0.9564,0.8096,0.3622,0.3471,0.2294,0.2224
rtf1,2.7968,2.3048,2.7166,2.0946,1.685,1.6693,1.9025,1.8333,2.3135,2.9902,2.5746
rtf2,5.6581,5.6846,5.1547,5.2524,4.4549,5.0233,6.5784,6.1895,5.4814,5.8121,6.3246
rti1,0.3574,0.4031,0.291,0.3468,0.258,0.2518,0.4499,0.6017,0.4831,0.4606,0.5433
rtn1,10.6384,11.316,10.5502,13.5029,13.5934,11.8922,9.6005,8.7448,8.9796,7.8031,8.2662
rtr1,0.2735,0.2028,0.228,0.1375,0.1904,0.2959,0.2404,0.1233,0.2572,0.1865,0.1453
rtt109,2.6595,1.7538,2.4347,1.8511,1.6519,1.6669,1.8749,1.4665,2.0371,1.9505,1.877
rum1,0.7171,0.7269,0.6197,0.6197,0.7726,0.4704,0.4317,0.5591,0.6468,0.6156,0.956
rvb1,6.7753,6.946,6.386,6.8383,5.6281,5.3747,4.7414,7.0467,6.6897,6.535,8.1792
rvb2,8.0919,8.0185,7.6066,8.6643,6.3739,5.2932,5.2549,7.956,7.0693,7.6966,9.861
rxt2,1.7365,2.2577,2.1795,2.8384,2.7913,2.8297,3.1876,2.445,1.7029,1.8125,1.8114
rxt3,0.9252,0.5264,0.8836,0.6684,1.0456,1.3406,0.9602,0.4644,0.7873,0.9468,0.7511
ryh1,1.306,1.0219,0.9757,0.935,1.3013,1.8068,1.6594,0.7596,1.4314,1.4519,0.7925
sab10,1.1345,1.6888,0.72,1.3112,1.0628,0.919,1.2792,2.0762,1.5275,1.437,1.5953
sab14,2.6758,3.5122,2.0554,2.8552,2.001,1.534,2.0924,2.5309,2.6701,3.2335,2.6582
sad1,0.1513,0.1432,0.1076,0.1658,0.2246,0.0927,0.106,0.106,0.1362,0.1246,0.1558
saf1,1.054,0.8142,0.859,0.6925,0.5742,0.7439,1.0325,1.1694,1.2309,1.1209,1.2495
saf2,1.45,1.4998,1.1938,1.2017,1.2278,0.8842,1.0212,1.1919,0.993,1.1841,1.3982
saf3,0.8011,0.5681,0.7631,0.6502,0.5752,0.6065,0.6652,0.5831,0.6979,0.6745,0.6747
saf4,0.2099,0.2252,0.1549,0.1694,0.2019,0.1681,0.1737,0.1222,0.1941,0.1942,0.1828
sak1,0.8799,0.9973,0.6574,0.8015,0.986,0.588,0.6717,0.9087,0.7742,0.8194,1.319
sal3,5.7011,6.0086,4.9455,4.5497,4.3944,2.9981,2.7404,4.0843,4.2734,4.6917,6.5006
sam1,14.3252,9.9608,12.7849,9.9533,7.4663,5.0021,4.0703,5.932,10.9885,11.7619,12.6568
sam50,1.3901,1.1678,1.8855,1.5117,2.4381,2.372,2.0846,1.422,1.803,1.4499,1.232
sap1,0.826,0.4898,0.8822,0.5612,1.2265,0.4952,0.3261,0.3636,0.5161,0.489,0.6797
sap114,1.5233,1.1998,1.3278,1.1923,1.4381,0.8867,0.9661,1.2955,1.3525,1.3021,1.9525
sap145,1.0717,0.9475,1.1447,0.9109,0.9755,0.7244,0.7759,0.7138,0.8366,0.9075,1.0453
sap49,1.9675,2.2883,2.2073,2.2352,1.3075,0.8746,1.1942,2.3144,1.562,1.4645,2.3369
sap61,0.8812,0.5873,0.6352,0.6806,0.7559,0.5863,0.5403,0.3491,0.7075,0.5682,0.5053
sap62,0.6434,0.3565,0.4402,0.2972,0.5564,0.4664,0.3826,0.3477,0.6435,0.6163,0.319
sar1,8.6212,10.045,8.4983,10.2472,11.0098,9.3566,9.4212,10.2637,7.9187,8.8284,10.7913
sat1,0.1708,0.2191,0.1082,0.214,0.1617,0.1103,0.1583,0.2116,0.2098,0.1343,0.1794
sbh1,17.5102,18.2626,16.5485,16.7553,16.2072,12.2001,13.7226,16.5939,15.3162,17.1278,19.2653
sbp1,16.9639,18.6566,17.0292,16.0938,14.2142,14.0015,14.2118,14.9145,16.554,17.0187,15.9788
scd1,2.4811,1.8991,2.1352,1.8954,2.365,2.6107,2.7529,2.7258,2.5228,2.059,2.4879
scd2,0.7379,0.7344,0.6407,0.6546,0.5714,0.3745,0.4642,0.6951,0.6112,0.6341,0.9375
sce3,7.5401,6.2553,6.6011,4.6871,4.2199,2.5337,2.6835,4.7648,5.2386,5.4924,8.8731
sck1,0.807,0.7744,0.9111,0.8999,1.2846,1.0466,1.0003,0.8066,0.8556,0.6164,0.7722
sck2,0.4033,0.293,0.3714,0.2983,0.2729,0.1783,0.2521,0.2199,0.2729,0.2834,0.3347
scm3,0.5223,0.4585,0.6464,0.5418,0.7157,0.9202,0.9041,0.6176,0.5846,0.7129,0.6084
scn1,0.6264,0.477,0.9476,0.8721,1.366,1.6319,1.5333,1.2395,1.0603,0.8683,0.9179
sco1,4.1786,2.6789,3.5408,2.6235,4.1753,4.5758,3.9075,2.2857,3.9875,5.0969,3.3873
scp1,1.4085,1.3962,1.5561,1.5938,1.6555,1.8308,1.7676,1.439,1.5711,1.1054,1.1765
scr1,0.8839,1.1804,1.075,1.2599,1.3891,0.8231,0.861,1.1656,0.7991,0.7135,1.1144
scs7,5.5792,3.5733,4.9427,4.6194,6.1935,4.3006,4.0826,3.6995,4.8608,4.9931,5.1142
scw1,1.1714,1.4069,0.998,1.2557,1.3669,0.7006,0.6263,1.0318,1.0018,0.9834,1.3378
sda1,1.8288,1.7625,0.8605,0.6958,0.4504,0.2622,0.5165,1.1174,1.2889,1.5935,2.1811
sdc1,2.4227,3.911,1.9698,3.4731,2.3487,1.7144,1.9272,3.12,2.2198,3.1505,3.2972
sde2,1.2649,1.4835,1.2513,1.601,1.5009,1.615,2.1897,2.5068,1.7167,1.379,1.4859
sdh1,10.9908,11.1302,10.4353,9.7629,10.563,6.439,5.1521,6.7831,9.8033,8.4364,10.9472
sdh2,11.5746,10.5809,10.2799,10.7766,7.5684,4.6564,4.9971,11.4307,11.9482,13.7371,13.4449
sdh3,9.5169,11.3766,9.1134,10.0187,8.8368,5.3634,5.6283,9.1999,9.2314,10.2214,11.6887
sdh4,9.0181,9.9893,7.8445,9.4886,6.6121,3.7383,2.9662,9.0312,8.5205,11.44,13.969
sdo1,9.1435,8.4105,8.3718,8.3402,7.2154,6.2593,6.8902,6.7562,7.4483,9.5225,8.8466
sds21,2.1871,1.1766,1.7752,0.8297,1.2574,1.1981,1.0052,0.6845,1.3649,1.5502,1.1187
sds22,3.6928,3.4613,3.6413,4.0255,4.1746,4.2094,4.6634,4.2643,3.6557,3.776,3.9157
sds23,4.6043,2.7775,4.7142,3.8376,7.0785,8.4264,6.6388,3.7528,4.5533,3.1937,3.4431
sds3,1.3465,1.5035,1.8563,1.7818,1.503,1.4611,1.5223,1.3312,0.9655,1.1327,1.4507
seb1,3.7117,3.6843,4.4791,3.6572,3.0765,1.8827,1.8668,2.6497,2.0505,2.8565,4.4545
sec1,0.6619,0.716,0.5767,0.6064,1.0432,0.656,0.6564,0.5319,0.6718,0.4065,0.5547
sec10,1.0398,1.1614,1.3616,1.3727,1.9061,1.4497,1.4284,1.1025,1.0489,0.9392,0.9274
sec11,3.9431,3.8583,3.7139,4.124,3.1844,3.7993,4.4989,3.5917,3.0541,3.4796,3.6786
sec13,8.6218,9.3624,9.0852,9.3596,10.6833,7.5565,7.7315,8.9067,7.1348,6.6521,9.8807
sec15,0.5168,0.4095,0.491,0.3927,0.5474,0.4973,0.5736,0.6705,0.7488,0.4765,0.5677
sec16,0.821,0.8978,0.6735,0.6666,0.9646,0.5864,0.6552,0.9015,0.7269,0.5484,0.9299
sec17,5.9819,5.6933,5.677,6.4873,6.7014,6.6749,6.667,8.2025,6.7355,6.9397,7.9243
sec18,4.1782,5.691,5.6159,5.1142,7.0965,6.6287,6.1798,5.1572,4.7739,3.818,4.4953
sec2,0.7093,0.6246,0.746,0.7739,0.7902,0.5959,0.6145,0.6546,0.5473,0.5606,0.7929
sec20,3.083,2.8837,3.5376,3.2716,3.1432,3.3014,3.0467,2.4237,2.6084,2.84,2.7865
sec21,2.5271,2.974,2.4803,2.8131,3.6601,2.7154,2.4174,3.2484,2.9553,2.2931,3.6034
sec22,7.5507,8.3401,8.3307,9.2383,7.5123,7.336,8.2036,7.6384,7.1885,7.858,7.619
sec2302,2.5218,2.6915,2.3227,2.5442,2.5224,1.7159,1.4584,2.0835,2.3153,2.2742,3.1752
sec231,5.226,5.3834,5.2259,5.428,7.5789,4.9989,4.3297,4.9317,5.5422,4.8117,5.4715
sec24,7.17,7.2922,6.5084,7.1087,8.3269,7.0154,5.948,6.9485,6.9944,6.0667,7.6128
sec26,4.5531,5.1354,4.6535,4.8621,6.023,4.7398,4.2207,4.5268,5.0142,3.912,4.9411
sec27,2.6706,3.0957,2.8004,2.8616,3.7699,3.4331,2.8904,2.7164,3.0277,2.4683,2.727
sec28,6.8845,6.0753,7.2779,6.5001,5.5525,4.6556,5.6804,6.2742,7.0544,6.3278,6.8933
sec31,1.4156,2.894,1.3179,2.3443,3.7698,1.3439,1.4674,2.6974,1.2462,0.9507,2.5082
sec39,0.5952,0.5415,0.5584,0.578,0.7182,0.6416,0.6925,0.587,0.7874,0.6367,0.5967
sec59,1.9809,1.3592,1.6133,1.062,1.3362,1.1966,1.243,0.8989,1.9524,1.4046,1.1949
sec6,1.5046,1.5855,1.6485,1.5819,2.1929,2.1315,2.1734,1.8045,1.8315,1.6274,1.6648
sec61,4.5996,3.2197,3.8386,3.1346,3.0704,3.6425,2.7898,2.2241,3.4219,3.5695,3.5628
sec62,3.98,2.5701,3.6652,3.3877,4.3358,4.3615,4.1495,5.2695,4.375,5.5466,6.819
sec63,1.7942,1.7378,1.6088,1.7343,2.1943,1.8395,1.5006,1.3312,1.868,1.5214,1.5567
sec65,6.826,7.385,7.0622,7.3588,7.8142,6.3932,6.4352,7.2819,7.4208,8.0405,7.929
sec66,2.9752,3.859,2.6783,4.0945,3.4928,2.1387,2.3213,3.0175,2.3712,3.038,3.25
sec71,2.43,2.109,2.1657,2.4177,3.1025,2.9303,2.7606,2.4612,2.4782,2.0652,2.3062
sec72,3.2531,3.8703,3.238,3.5882,6.7705,9.6503,8.635,5.6689,3.9427,2.9882,3.4941
sec73,0.9027,0.9323,0.6313,0.876,1.1287,0.5806,0.596,0.8207,0.8245,0.8255,1.0418
sec74,1.2775,1.1404,1.2897,1.2068,1.2736,1.0296,1.1507,0.9905,0.9825,0.8885,1.1529
sec8,0.8644,0.8059,0.8845,0.8417,1.1846,1.1668,1.1641,0.8101,0.9328,0.7129,0.7471
sec9,2.4562,2.0967,2.2714,2.309,2.2688,2.4976,2.6025,2.4679,2.4653,2.2499,2.323
sed5,0.9184,0.3889,0.7157,0.5884,0.5958,0.9574,0.8584,0.6003,0.9008,1.2975,0.8283
seh1,2.2999,2.1643,2.1869,2.258,2.1404,2.0808,2.3772,2.254,2.3984,2.0892,2.414
sen1,1.9592,2.0952,1.5127,1.4172,1.0239,0.5906,0.7476,1.3234,1.4668,1.6147,2.1827
sen15,1.575,1.808,1.4997,1.5246,1.1436,1.3281,1.7073,1.8459,1.5786,1.7254,1.5397
sen2,0.772,0.8635,0.6917,0.6803,0.7405,0.6101,0.6184,0.7998,0.9098,1.0341,0.8327
sen34,4.2363,3.5824,3.7163,3.0912,1.8537,2.2765,2.8492,3.2336,3.205,3.6856,3.5876
sen54,0.9564,0.8304,0.6763,0.7483,0.5537,0.7105,0.8313,0.9134,0.9221,0.9793,0.8439
sep1,0.8219,0.9513,1.0922,1.412,1.9131,1.2432,1.1438,1.1305,0.9093,0.6222,1.0137
sep11,4.4688,4.949,4.1327,4.3491,3.697,3.9987,4.4023,4.4304,4.5722,5.007,4.9399
ser2,2.5738,2.3492,2.0623,2.0283,1.8212,1.1101,1.1346,2.3849,1.8963,2.5262,3.964
set1,0.6917,0.6658,0.6136,0.6975,0.6464,0.5957,0.6347,0.514,0.6399,0.5502,0.6505
set10,1.4847,1.189,1.2104,1.0618,1.0204,0.8644,0.8791,1.0801,1.6163,1.5823,1.4308
set11,0.9578,0.9374,0.7546,0.7236,0.6882,0.5844,0.6481,0.6358,0.8709,1.0535,1.1099
set13,1.6054,1.4148,1.2223,1.0723,0.9477,0.5576,0.6477,0.772,1.1782,1.4155,1.3607
set2,2.927,2.9069,2.4862,2.4333,2.8531,2.4037,2.8438,2.2529,2.8677,2.2068,2.6716
set3,1.1242,1.0363,1.0551,0.9802,1.0037,0.7256,0.7905,0.8909,0.8184,0.8113,0.9512
set5,2.2791,1.9028,1.4222,1.2762,0.6774,0.6632,0.9246,1.5175,1.436,2.5647,2.8357
set6,2.0342,1.3589,2.2839,1.4559,1.759,2.3148,2.3388,1.5317,1.86,1.791,1.6777
set7,4.8905,4.1851,4.0562,3.6492,2.2332,1.1926,1.3636,2.2486,2.8909,3.8048,3.8582
set8,1.064,0.8595,1.0301,0.9126,1.0246,0.6254,0.7276,0.8222,0.8017,1.1185,1.2362
set9,2.368,2.2594,1.5725,1.4015,1.4625,0.9663,1.209,1.3432,2.1118,1.9146,1.6237
sfc1,1.0242,0.7554,1.2035,0.8186,1.0668,0.9463,0.929,0.6431,0.7677,0.6644,0.8791
sfc2,1.4598,1.1742,1.1517,1.1899,1.0213,0.9068,0.8547,1.1918,1.4505,1.579,1.6867
sfc3,0.4257,0.5203,0.4051,0.454,0.3747,0.3359,0.4146,0.5563,0.432,0.4992,0.597
sfc4,0.534,0.6634,0.4406,0.6038,0.7637,0.5462,0.5476,0.7293,0.6446,0.5508,0.7035
sfc6,1.4439,1.4882,1.3068,1.4547,1.4611,0.91,0.9705,1.4686,1.5078,1.5262,1.8388
sfc9,1.6148,1.4701,1.2917,1.2136,1.7019,1.5568,1.3956,1.2978,1.4871,1.4199,1.4527
sfh1,0.876,0.6488,0.7699,0.5846,0.525,0.5353,0.6551,0.8325,0.69,0.6061,0.9887
sfi1,0.9009,0.6743,0.7521,0.6414,0.5899,0.675,0.6851,0.5598,0.9348,0.8975,0.7293
sfp1,1.4685,1.4127,0.689,1.1212,0.9985,0.8611,0.8678,1.8528,1.6321,1.8954,2.2539
sfp47,2.9703,2.346,2.6378,2.0913,1.9038,2.0868,2.1788,2.6185,2.8906,3.5417,3.4855
sfr1,0.6123,0.5232,0.5707,0.5973,0.3951,0.3794,0.5393,0.7462,0.611,0.7701,0.7871
sft1,3.0873,3.2831,3.1898,2.9024,2.1872,3.2495,3.6372,2.9654,2.883,3.0141,2.4424
sft2,3.9763,4.2176,4.7783,4.9761,4.7103,5.0315,5.2445,4.8764,4.4788,4.4198,4.3359
sgf29,2.5777,2.7481,2.2033,2.235,1.5855,1.5541,1.8335,2.1297,1.957,2.4219,2.3367
sgf73,1.9057,1.7613,1.8617,2.0594,2.16,2.6666,2.791,2.4547,2.0995,1.9791,2.0874
sgo1,1.268,0.8738,1.0762,0.7747,0.9026,0.7678,0.8356,0.7061,1.111,0.9027,0.7498
sgo2,0.6388,0.487,0.5259,0.5122,0.5451,0.4384,0.5139,0.3615,0.5459,0.5487,0.5527
sgt1,0.378,0.4358,0.4403,0.4174,0.4439,0.5521,0.612,0.4222,0.6202,0.517,0.4173
shd1,1.6992,1.9597,1.6515,1.9211,1.8409,1.802,1.9195,2.2964,1.6064,1.3257,2.1908
shf1,2.1906,2.1984,2.0605,2.1182,1.8623,1.8564,2.2107,2.1475,2.3071,2.4052,2.0387
shg1,1.3125,1.2908,1.3008,1.0905,0.7238,0.4906,0.7538,0.7798,0.9113,1.1266,0.9726
shk1,0.9178,0.7578,0.6603,0.7564,1.1704,0.8269,0.7259,0.7446,0.8082,0.7109,0.9077
shk2,0.36,0.609,0.4601,0.6668,0.578,1.2747,1.1491,0.7963,0.5441,0.3443,0.3377
shm2,6.1259,4.5186,5.012,4.0268,5.5417,4.6352,4.7342,4.3692,5.7381,5.6035,4.9373
shq1,1.7942,1.7677,1.1325,0.9238,0.9599,0.9741,1.2769,1.4386,1.7716,1.5253,1.6357
shy1,0.9529,0.5132,0.7767,0.6839,0.8549,0.8539,0.8458,0.6263,1.087,1.0373,0.7457
sib1,2.1221,2.4074,2.3999,2.7812,4.1983,6.1738,6.3963,4.6929,3.9743,3.2748,3.0377
sib2,0.9618,1.1607,2.1234,2.0753,4.2051,8.1662,7.7908,2.7161,1.6411,0.6224,0.82
sid1,0.3635,0.3882,0.2453,0.2598,0.2861,0.2284,0.3184,0.476,0.4624,0.4676,0.6222
sid2,1.6346,1.4294,1.6434,1.6083,1.779,1.4687,1.0854,1.2064,1.6949,1.2528,1.5258
sid4,0.7193,0.623,0.6068,0.6258,0.915,0.8227,0.8312,0.7379,0.8546,0.6285,0.8292
sif1,3.7064,4.1086,3.7968,4.6664,4.9368,4.9416,5.0392,5.4905,4.5139,4.6272,4.5715
sif2,0.4774,0.4745,0.407,0.5021,0.4127,0.3972,0.4683,0.5851,0.4539,0.4936,0.5415
sif3,1.594,1.163,1.5207,1.3353,1.8828,1.7047,1.5439,1.3777,1.5462,1.3664,1.2542
sim3,1.3783,1.1353,1.2225,1.0224,1.4511,1.0384,1.0388,0.7777,1.4067,1.3536,1.0626
sim4,1.228,0.752,0.8424,0.6779,0.5048,0.5421,0.6797,0.7615,0.9123,1.4263,1.2046
sin1,1.0244,1.0953,0.9603,1.0292,1.1666,0.9894,0.9657,1.0558,1.0061,0.9665,1.1629
sip1,1.8165,1.7843,1.6375,1.6982,2.031,2.042,2.2539,2.1973,2.2921,1.6852,1.9168
sir1,14.0027,13.9476,13.6822,13.1018,10.4613,4.985,5.5677,10.1795,13.5828,11.547,14.3053
sir2,1.2948,1.4372,1.243,1.1604,1.2834,1.0616,1.1359,1.2718,1.2482,1.4504,1.7409
skb1,4.1283,3.1909,3.7566,3.3156,3.7466,2.5384,2.3043,2.8638,3.8616,2.762,3.9496
skb15,5.1141,4.5566,4.0037,3.5288,2.2809,1.8687,2.2079,3.3632,3.712,6.0159,6.7047
skb5,2.0146,1.6323,2.0533,1.448,1.7777,1.4712,1.4847,1.1991,1.5682,2.0532,2.0615
skp1,5.8855,7.0109,5.2071,6.8162,6.3572,6.8675,7.7576,6.9281,6.5266,7.3142,6.1716
sks2,23.5301,24.8476,22.0478,21.8658,23.2041,19.1459,18.6096,21.9613,22.4832,21.5673,24.0288
sla1,14.267,14.6659,11.5282,10.702,5.2396,3.9174,4.8218,9.0621,10.6675,14.0309,15.3107
slc1,7.9939,7.9871,7.6909,7.9497,6.9843,7.7125,8.3426,9.0703,9.1393,8.8727,9.1184
sld3,0.5797,0.6428,0.607,0.7188,0.8828,0.7325,0.7543,0.6222,0.5669,0.5529,0.6668
sld5,5.511,4.2842,4.5207,3.6596,3.1824,4.4685,4.8661,4.9246,4.9549,5.1278,5.226
slm5,0.3228,0.1993,0.3148,0.2881,0.2478,0.2257,0.2414,0.1642,0.2481,0.1928,0.2406
slm9,1.3485,1.2982,1.2925,1.2895,1.5199,1.3614,1.2908,1.1233,1.1438,1.0191,1.1404
slp1,1.7432,1.305,0.6955,0.6953,0.3458,0.2085,0.2479,0.9267,1.5181,1.3627,2.2393
slt1,6.2606,11.1147,15.9133,14.9374,10.485,9.1947,9.5279,7.9555,7.6707,5.7465,5.0415
slu7,1.4784,1.6086,1.8634,2.0617,2.4588,2.1852,2.5839,1.8993,1.6298,1.3324,1.4483
slx1,0.3089,0.3431,0.2278,0.2825,0.2605,0.1622,0.1698,0.1947,0.2922,0.3363,0.2645
slx4,0.3111,0.2124,0.2664,0.2735,0.3161,0.2896,0.3415,0.2016,0.3068,0.3504,0.1847
slx8,0.7991,0.6487,0.5498,0.4441,0.8192,0.6389,0.6186,0.3315,0.7193,0.5492,0.3949
sly1,2.0946,1.6033,1.9307,1.9519,2.4815,1.7911,1.6302,1.4472,2.1784,1.638,1.6339
smb1,6.0211,6.8556,5.7189,6.5749,6.0624,3.3706,3.7384,6.9007,3.7364,4.9084,8.186
smc5,0.9247,0.8804,0.8975,1.1098,1.6539,1.4221,1.3991,1.0382,1.0273,0.9454,0.8558
smc6,0.6199,0.6751,0.5126,0.7356,0.8093,0.671,0.6562,0.785,0.5654,0.5443,0.7443
smd1,4.4376,4.9421,3.7769,4.6632,3.4596,3.2184,3.6019,3.3578,3.8376,3.8129,4.2186
smd2,11.8998,9.3099,10.8687,8.4151,6.843,8.942,9.99,8.817,10.5437,10.7793,9.1171
smd3,14.1116,12.1585,12.9581,11.1363,9.2218,10.1649,11.2772,11.4276,12.5982,14.289,12.7422
sme1,0.6491,0.7985,0.5457,0.61,0.3955,0.4133,0.4637,0.46,0.5138,0.7908,0.7712
smf1,5.3656,5.6981,4.6244,5.7217,4.1849,4.9648,5.2216,5.027,5.1061,5.7227,4.8907
smg1,7.5628,8.3164,6.0225,6.7171,5.5432,5.4532,5.567,5.0015,5.7103,6.4887,6.4874
smi1,2.4578,2.6178,2.1384,2.3556,2.5439,1.5462,1.53,2.0408,2.1288,1.8534,2.4708
smn1,0.7506,0.848,0.662,0.8297,0.6034,0.4861,0.7067,0.7614,0.7289,0.8398,0.944
snd1,5.8147,5.7698,5.5941,5.3008,5.9902,4.2342,3.6049,4.3282,5.5756,4.7496,6.0732
snf21,1.6546,1.5428,1.3735,1.481,1.9627,1.5228,1.5911,1.5581,1.5221,1.3861,1.6238
snf22,1.4887,1.4236,1.217,1.3343,1.3414,1.1932,1.1298,1.0487,1.1209,1.1982,1.2183
snf30,1.2206,1.185,1.3803,1.5346,1.3101,1.1495,1.209,1.4938,1.3274,1.533,1.57
snf5,0.1016,0.1352,0.0682,0.0946,0.1775,0.1241,0.1417,0.1555,0.1951,0.1033,0.1031
snf59,0.9986,0.6753,0.8803,0.684,0.6264,0.6396,0.7778,0.5105,0.9338,1.0261,0.7779
snt1,0.4784,0.5479,0.4079,0.3973,0.5879,0.3804,0.354,0.3573,0.4478,0.4727,0.4451
snt2,0.8953,0.7831,0.7787,0.853,1.3059,1.0801,0.8927,0.9352,0.8697,0.8357,0.918
snu13,18.4725,18.7195,17.1915,16.8858,12.1764,10.9625,11.6089,14.5594,15.9317,20.0043,18.1593
snu23,1.1436,1.2394,1.1077,1.1453,0.8204,1.0024,1.1629,0.8558,1.0159,1.0385,1.0069
snu66,1.9671,1.8706,1.3973,1.3833,1.3257,1.3442,1.6914,1.432,1.7084,1.8382,1.476
snx12,0.643,0.657,0.5847,0.5759,0.6565,0.5347,0.5987,0.7813,0.7716,0.702,0.8244
snx3,1.1462,0.8474,0.9323,0.7624,1.1084,1.4147,1.4811,0.8872,1.3988,1.511,1.1132
snz1,13.9841,14.0242,13.6816,12.9331,16.8277,14.6521,14.694,17.6292,15.4373,13.4291,16.942
sod1,23.509,21.942,25.2524,23.0113,24.3271,30.4254,31.2349,26.456,24.4254,27.1142,24.535
sod2,2.7282,2.2294,2.9202,2.1757,2.8003,3.2272,3.4787,2.4269,2.8457,2.1536,2.0609
sod22,0.6247,0.5328,0.7121,0.5755,0.7853,0.6674,0.8031,0.6142,0.6209,0.4217,0.5887
sol1,1.481,1.2966,1.2903,1.3911,1.6393,1.3918,1.3147,1.4374,1.2437,1.1938,1.569
sos7,0.4907,0.5381,0.4473,0.4654,0.4388,0.3899,0.4788,0.4582,0.4855,0.4451,0.5385
spa1,2.414,2.2302,2.2577,2.654,2.2996,2.4801,2.6166,3.1274,2.0467,2.0571,2.5632
SPAC1002.01,0.5367,0.4329,0.443,0.2937,0.3234,0.232,0.3249,0.311,0.514,0.6797,0.5351
SPAC1002.12c,1.853,1.4144,1.783,1.5679,2.415,2.8074,2.6026,2.1225,2.1918,1.2643,1.6391
SPAC1002.16c,0.2902,0.2828,0.1886,0.1992,0.227,0.1692,0.2576,0.3604,0.5214,0.5264,0.5512
SPAC1002.20,0.0325,0.059,0.0403,0.0424,0.0476,0.0439,0.0732,0.0298,0.0435,0.0405,0.0164
SPAC1006.07,21.9224,20.6324,19.7656,19.1317,14.9559,14.9514,14.2421,19.4583,21.3067,24.1829,25.2377
SPAC1039.01,0.6224,0.9099,0.6534,0.9324,0.9565,0.6586,0.5361,0.5883,0.5071,0.5985,0.9079
SPAC1039.02,6.6221,9.347,6.5018,9.415,11.7169,7.9888,6.3084,7.9082,8.1201,8.3152,9.407
SPAC1039.03,1.6053,1.5643,1.3734,1.4552,1.8603,1.4289,1.5337,1.69,1.4964,1.5498,2.0796
SPAC1039.04,0.6186,0.5203,0.4764,0.564,0.6303,0.5718,0.5023,0.4906,0.5096,0.4844,0.5685
SPAC1039.06,1.8705,1.4714,1.6612,1.6604,2.5165,3.1078,2.8064,3.5686,2.8939,2.1783,2.5212
SPAC1039.07c,0.9253,0.4987,0.728,0.5699,0.7285,0.8582,0.9324,1.1046,1.0037,1.0049,1.2962
SPAC1039.08,0.5302,0.7346,0.4203,0.6306,0.6547,0.4966,0.7021,1.1657,0.8293,0.7328,0.9126
SPAC1039.11c,1.3659,1.198,1.298,1.4983,1.8353,1.6928,1.7749,1.4867,1.3135,1.2998,1.8077
SPAC105.02c,4.6226,4.9515,4.3503,6.0345,4.881,7.2723,7.0828,7.8726,5.8177,6.5223,6.7287
SPAC105.03c,2.0876,1.8689,1.8232,1.952,2.4508,2.2588,2.1761,1.9023,2.0449,1.5886,1.8179
