,GSM1519986,GSM1519987,GSM1519988,GSM1519989,GSM1519990,GSM1519991,GSM1519992,GSM1519993,GSM1519994,GSM1519995,GSM1519996
tel1,0.5851,0.6473,0.5795,0.7098,1.1482,0.6529,0.704,0.7676,0.5358,0.479,0.7264
tel2,0.7931,0.8691,0.8681,1.1421,1.2458,1.1639,1.1685,0.8096,0.8587,0.7992,0.7345
Tf2-5///Tf2-9///Tf2-1///Tf2-8///Tf2-2///Tf2-7///Tf2-4///Tf2-6///Tf2-3///Tf2-11///Tf2-12,4.4203,4.0114,3.8485,4.3027,9.5967,12.4874,11.5936,7.8935,10.0025,6.726,3.9606
tfa1,2.2033,1.6476,2.3224,2.0771,1.8911,2.1394,2.3363,1.8075,2.2204,1.9979,1.9537
tfa2,3.6775,3.578,3.935,4.2195,4.9522,5.8872,5.5897,4.7448,4.0879,3.9967,4.2994
tfb1,0.8539,0.703,0.9452,0.8059,1.3184,1.9921,1.9723,1.3389,1.1321,0.8047,0.5215
tfb2,2.2231,1.7857,1.9403,1.4782,1.9224,1.7242,1.7122,1.4845,2.4648,2.1523,2.3727
tfb4,0.6872,0.416,0.6107,0.5046,0.4793,0.6091,0.5832,0.5289,0.7251,0.8892,0.707
tfb5,2.1482,2.1826,1.7202,1.8708,1.1677,1.4505,2.0391,1.8289,2.0206,1.8033,1.5216
tfg1,1.7272,1.476,1.8792,1.5929,2.3626,2.5416,2.5573,1.2936,2.1754,1.528,1.2344
tfg2,1.5746,1.6833,1.811,1.8478,2.1532,2.5034,2.9457,2.3016,1.9011,1.4601,1.4604
tfg3,5.2611,6.4241,5.168,6.8586,4.733,3.8672,4.2142,5.4022,4.4953,4.8322,5.5991
tfs1,4.5593,4.1502,4.4771,5.2725,4.1907,3.4674,4.1108,4.531,4.2402,4.4747,4.9114
tgs1,2.2442,2.7563,1.884,2.3854,2.0806,1.7953,1.8941,2.3225,1.9108,2.4898,2.4353
thi1,1.6841,1.3331,1.2561,1.0021,1.1539,1.0396,1.058,1.3752,1.536,1.7745,1.9357
thi2,1.1863,1.0377,1.1811,1.1199,1.5267,1.4118,1.2139,1.1115,1.1081,1.2257,1.2098
thi4,2.5711,1.9452,2.5378,1.8568,2.3344,2.2098,2.2846,2,2.4413,2.1402,2.1774
thi5,0.8431,0.8437,0.8673,0.8376,0.9053,0.7452,0.861,0.6072,0.6638,0.7041,0.8143
thi9,0.7579,0.6708,1.1439,0.6856,0.5875,0.8732,0.9095,0.6197,0.6307,0.7246,0.7198
tho2,1.7792,1.7852,1.4286,1.5637,1.5669,1.3081,1.6893,1.2929,1.1124,1.2836,1.4973
thp1,1.7212,1.7848,1.438,1.7049,1.7357,2.7145,3.2498,3.4268,2.5932,2.4864,2.0079
tht1,0.3964,0.3817,0.3569,0.3559,0.39,0.4151,0.4264,0.3237,0.3896,0.3753,0.3819
tht2,0.1198,0.1407,0.1038,0.1329,0.1111,0.0481,0.0805,0.0752,0.0925,0.1086,0.1218
tif11,19.8337,18.9077,19.1171,18.6934,15.0966,11.5975,11.7846,15.3704,16.2672,18.9299,18.8418
tif211,18.2642,18.6892,17.4637,17.823,14.7648,11.9923,12.1701,14.5531,15.1041,17.081,18.1983
tif212,18.9233,18.87,17.8407,18.9885,19.9214,16.9828,17.8802,18.2093,17.528,18.0985,20.1565
tif213,13.27,9.3716,11.4887,8.8742,11.5478,8.0763,6.6745,6.5418,10.2166,9.9893,11.7693
tif223,5.3271,4.4803,4.5659,4.2138,4.0394,3.1095,3.4221,4.6302,5.0505,5.3841,6.4542
tif224,3.5739,1.6777,3.2428,1.9977,2.3844,2.4176,2.4469,1.5599,3.3484,2.7018,2.2718
tif225,2.6484,2.8776,2.6024,2.4959,2.2517,1.5209,1.52,1.9954,2.3867,2.1876,2.4742
tif32,6.8205,8.4079,6.602,6.982,7.2671,5.1099,4.5892,5.4128,5.7955,5.787,7.4901
tif33,9.9406,10.4559,8.7798,9.3775,9.8839,7.373,6.4975,8.2181,9.0605,8.5968,10.6086
tif35,11.7813,10.1067,10.6495,10.791,9.7774,8.1573,7.42,9.9791,10.1438,12.6506,14.6549
tif45,8.7503,9.3482,8.2025,8.8045,6.0932,5.7514,6.6886,8.1511,8.241,9.608,10.2097
tif452,2.5414,3.0182,2.3671,2.7353,2.7054,2.1373,2.1562,2.4197,1.8296,1.8778,2.6207
tif471,10.3807,10.313,8.7067,8.7763,7.2403,4.3347,4.7545,7.7167,9.0565,7.9837,11.6603
tif51,18.5546,21.6056,17.2562,19.658,14.5759,10.1612,11.7179,19.3649,17.8212,19.9302,23.7182
tif512,29.4608,29.2819,28.8861,29.5542,28.2283,25.7638,26.7266,27.4312,27.9685,28.206,29.007
tif6,16.408,15.8886,14.7532,16.6148,15.5241,12.9529,12.5358,15.3965,14.5691,16.6804,17.5429
tim10,6.9335,7.7627,6.3303,6.4903,5.1405,5.6896,5.2379,5.117,5.5925,6.6384,5.6364
tim11,8.2644,7.042,7.7686,6.7004,6.3674,7.7768,8.0644,6.01,6.5213,6.5342,7.8148
tim13,15.1279,13.873,13.3244,13.079,12.5323,13.09,13.262,12.0598,14.0392,14.6275,13.402
tim14,3.7133,3.2984,3.0696,3.4087,3.0309,3.1671,3.5225,4.6398,3.5863,4.1956,4.5057
tim16,3.0443,3.9727,2.4667,3.3494,2.3643,1.454,1.6217,2.8021,2.3716,3.115,3.5007
tim17,4.3878,4.0548,3.8951,3.6546,3.1771,2.6972,2.9316,4.1869,3.4813,3.3301,5.3927
tim21,3.3534,3.3834,3.0677,3.868,3.9586,3.2432,3.7584,3.3502,3.0379,2.8159,3.2081
tim22,3.0729,3.1549,1.7813,2.6044,1.9045,1.1585,1.4081,3.0253,2.0035,3.3739,4.6657
tim23,6.604,6.3579,5.4763,6.6352,6.0673,4.7098,4.5205,6.5655,5.5243,6.2182,8.027
tim40,2.7312,2.6425,2.9455,2.9027,2.6715,3.5695,4.0292,3.0263,2.6665,2.4664,2.4377
tim44,2.4168,1.5886,1.5392,1.2881,1.3102,0.98,1.1381,1.5435,2.3301,2.1689,1.9206
tim50,1.2356,0.9973,0.8538,0.7992,0.8645,0.4067,0.4082,0.5395,0.8682,0.805,0.898
tim54,3.0402,3.2628,3.083,3.0281,3.2699,2.9907,2.7593,2.5658,3.0243,3.8952,3.2277
tim8,11.0423,11.1387,9.1838,10.3768,9.961,12.2979,11.7165,10.7375,11.4826,11.136,10.8146
tim9,8.2211,8.3816,7.0948,6.6014,5.8481,6.1238,6.0046,5.9557,7.2344,8.164,7.6197
tip1,1.3234,0.9514,1.3462,1.1106,0.8488,0.7373,0.9216,0.8536,1.2272,0.7929,0.8238
tip41,1.4314,1.5512,1.5346,1.72,1.1731,1.2693,1.7731,1.9094,1.8353,1.7861,1.816
tit1,1.6137,1.0891,1.289,0.8334,1.0273,1.0226,1.1274,1.2675,1.1461,1.2636,1.8157
tlg1,0.8027,0.7351,0.6994,0.7242,0.7152,0.712,0.7904,0.7334,0.8773,0.7171,0.8327
tlg2,1.3599,1.4097,1.4276,1.4481,1.0495,1.5906,1.8826,1.62,1.4874,1.3891,1.4474
tlh2,0.06575,0.49745,0.04875,0.47015,0.27015,0.04705,0.06365,0.2019,0.0586,0.0999,0.14595
tmp1,3.9895,3.3745,4.6086,4.134,4.0508,6.004,7.2207,4.7444,3.9626,3.3898,3.4654
tms1,0.3792,0.5535,1.2105,1.0904,1.7469,8.0855,11.013,8.2521,4.1348,1.4258,0.8295
tnr3,1.1721,0.9914,1.2085,0.9368,1.2976,1.0581,1.0216,0.8892,1.4304,1.0608,0.957
toa1,3.1359,3.8477,3.3139,4.68,3.7088,2.9017,2.9253,3.6725,2.6695,2.2826,4.1566
toc1,2.0066,1.2376,1.8331,1.381,1.7173,2.5015,2.7022,2.0536,2.2935,2.1705,1.9805
tol1,7.4169,6.421,6.9618,6.7994,6.1049,6.0343,5.8967,7.1518,7.0408,8.4414,8.8694
tom20,16.0579,16.1119,16.2007,16.2831,16.1874,14.7711,15.052,13.5888,13.7037,15.8962,15.4487
tom22,10.9414,10.3571,11.1325,11.1581,9.1605,8.7967,8.7491,9.1582,10.5206,11.7468,10.7464
tom40,10.4313,7.3909,9.2198,8.3717,10.8317,7.1614,7.0171,5.6118,8.7902,8.626,6.4304
tom7,8.8034,9.8378,7.008,8.6147,7.9973,7.3593,8.1035,8.178,7.5073,8.5352,8.2763
tom70,12.6587,9.558,12.8657,9.7458,10.7847,12.5291,11.7255,7.989,11.8767,10.3246,8.9082
top1,2.452,2.0487,2.3088,1.7125,2.0043,1.1976,1.5292,1.1946,1.7358,1.4014,2.0056
top2,1.1946,1.3935,0.8745,1.0984,1.0993,0.8723,0.9635,1.2328,1.2316,1.215,1.5255
top3,0.115,0.1023,0.0917,0.1151,0.1187,0.0809,0.1024,0.1039,0.1435,0.1214,0.1291
tor1,1.2334,1.4269,1.2165,1.4251,1.9411,1.6738,1.6336,1.4601,1.2247,1.1008,1.4259
tor2,1.4502,1.5264,1.4244,1.3957,1.8054,1.7518,1.8359,1.8744,1.5509,1.1091,1.609
tpi1,27.8574,29.4021,27.6188,29.8301,29.1696,27.5295,28.1798,30.3024,29.5891,28.9861,28.5543
tpp1,2.8108,2.945,3.7751,3.9867,5.0405,5.657,5.5666,5.0598,4.4143,2.8425,3.2619
tpp2,2.2323,2.612,2.5312,2.9707,3.7944,4.49,4.1444,2.4878,2.7479,2.0628,2.0936
tpr1,1.3376,1.6332,1.1926,1.3455,1.4426,1.4992,1.6928,1.109,1.202,0.9038,0.8883
tps1,6.2285,5.8845,11.6841,8.8101,12.9377,13.6282,9.9338,7.7063,9.0235,3.7976,3.8504
tps2,2.3766,2.7359,2.6314,2.9773,3.2831,2.9639,3.0697,2.7824,2.5268,1.9744,2.4658
tpx1,19.7334,24.288,23.0791,26.4989,30.3079,31.8045,28.7841,32.753,28.7856,25.2641,22.1454
tpz1,1.08,0.8848,0.9995,0.8401,0.9835,0.9289,1.0619,1.1369,1.5343,1.2474,1.008
tra1,2.121,2.0029,1.9493,1.6813,2.0454,1.5418,1.7661,1.9844,2.2434,1.7194,2.5741
tra2,1.2046,1.1668,1.0598,1.0609,0.967,0.7055,0.7652,0.7879,1.1008,0.9256,1.1496
trk1,1.4087,1.4985,1.0259,1.3752,1.455,0.896,0.9738,1.1659,1.0953,1.1048,1.4755
trk2,1.1638,1.0301,1.0465,0.8739,0.8394,0.9041,1.0374,0.9241,1.1305,1.0617,1.1347
trl1,1.0172,1.1475,0.8595,1.0339,0.9585,0.6041,0.7073,0.7656,0.8462,0.9939,0.8855
trm1,2.9087,2.5064,2.5763,2.1945,2.5827,1.5344,1.4773,1.6519,2.0275,2.3278,2.628
trm10,3.9429,3.6545,3.2801,2.7649,1.8811,2.1204,2.6928,2.2439,3.3237,3.5583,3.2826
trm11,3.4595,2.6973,2.5266,2.0557,1.56,1.0677,1.3714,1.9696,2.4356,4.0746,4.0122
trm112,8.085,8.5876,6.4981,6.7291,3.9911,2.4822,3.0316,4.7292,5.2641,7.5073,7.9674
trm12,3.8438,4.4316,2.808,2.9443,2.1933,1.8164,1.9162,3.2811,3.3943,4.3824,4.4397
trm13,0.3137,0.3703,0.2875,0.3571,0.2929,0.1825,0.1919,0.2807,0.3354,0.3991,0.3249
trm5,2.4335,2.1558,2.2018,2.1227,2.3421,1.5711,1.5507,2.1401,2.4171,3.3495,3.2465
trm8,4.4441,5.1475,3.6129,3.8415,1.7054,1.265,1.7073,3.6618,3.5092,4.5531,5.1017
trm9,1.9097,1.7477,1.5987,1.5141,0.8097,0.8766,1.2185,1.8551,1.746,2.2363,1.96
trp1,5.5673,6.1182,5.5887,5.8936,7.6829,6.683,6.4132,7.4621,7.3574,5.1928,6.1491
trp2,5.9931,8.0297,5.9031,7.1046,8.2425,7.031,6.5266,6.6475,6.8073,6.5127,7.6818
trp3,5.4625,4.5026,4.9805,4.7162,5.6464,4.1983,4.1076,3.8411,5.4235,5.2442,4.7582
trp4,2.2434,1.6947,2.1433,1.7958,2.1223,1.6473,1.5311,1.2853,1.6203,1.6189,1.83
trr1,10.4116,19.9345,17.64,21.5452,28.0767,28.9223,27.5438,30.4872,19.1878,11.7323,13.4967
trs1,10.6316,11.6446,10.9287,11.4609,12.2716,10.138,9.5627,10.2083,11.1391,11.1628,11.1286
trs120,2.2297,2.0753,2.1375,2.062,2.5449,2.7121,2.6084,2.1877,2.4141,1.8642,2.0368
trs130,0.7882,0.948,0.7565,0.826,1.021,0.7931,0.5929,0.6371,0.7934,0.7243,0.8653
trs20,2.1988,2.3223,1.9768,2.0869,1.4383,2.3015,2.6104,2.1027,2.0041,2.1518,1.8912
trs23,1.7223,1.915,1.4546,1.8814,1.4056,1.4915,1.5886,1.6847,1.9621,1.9511,1.7687
trs31,0.1522,0.1348,0.1255,0.1122,0.162,0.1034,0.1249,0.0904,0.154,0.1292,0.1129
trs33,1.8013,1.8641,1.8777,1.8747,2.0683,1.6196,1.8703,1.7727,1.5712,1.2989,1.7394
trt1,0.9869,1.5191,1.0997,1.3647,1.156,1.7355,1.4838,1.6565,1.2332,1.4306,1.3019
trx1,24.702,26.0556,25.5127,26.8259,28.7328,32.1056,32.554,29.0617,28.3548,25.2134,23.3649
trx2,6.3615,7.5207,5.8269,6.7255,5.4221,4.9876,5.7278,6.8956,5.8724,7.6612,8.2139
trz1,0.8162,1.1047,1.0275,1.1315,1.2643,0.9802,0.9503,0.6893,0.7601,0.6951,0.8415
trz2,0.6286,0.5031,0.4714,0.3218,0.1807,0.207,0.2919,0.279,0.3518,0.3735,0.4959
tsc1,1.2282,1.1244,1.1354,1.2474,1.8929,1.8065,1.9567,1.2886,1.3981,0.9398,0.985
tsc2,1.7583,1.5788,1.7122,1.535,1.9819,2.1373,2.1615,2.2666,2.0102,1.6327,1.8469
tsf1,1.2009,1.0751,1.2246,1.1508,1.0667,1.265,1.5294,1.23,1.2863,1.0422,1.2158
tsn1,6.4964,5.4101,5.5305,5.29,4.9358,4.2946,5.2673,5.616,6.5972,7.1287,6.5526
tsr3,3.1513,2.6683,2.7705,2.6877,2.6791,2.7885,3.0492,3.2165,3.1642,3.0732,2.7505
tti1,0.0446,0.0881,0.0465,0.0637,0.0459,0.0351,0.0631,0.0485,0.0568,0.0397,0.0342
tti2,0.3073,0.2512,0.2747,0.2103,0.2476,0.2052,0.2255,0.1733,0.2896,0.3057,0.249
tts1,6.9382,7.922,9.3787,10.6793,12.2188,12.238,11.8067,10.8118,8.0986,7.7154,8.8023
tuf1,7.9616,5.2285,7.28,5.7692,6.5303,7.4442,7.1369,6.4825,6.8403,6.4547,8.7588
tum1,3.1678,3.7015,3.9518,4.0952,4.3791,5.334,5.9343,5.5993,4.073,3.3094,3.5647
tup11,1.6929,1.3207,1.7849,1.3995,1.4216,1.202,1.0574,1.1107,1.3615,1.2043,1.3771
tup12,1.3639,1.1745,1.2983,1.391,1.9983,2.0524,1.5203,1.4949,1.4706,0.9992,1.3658
tvp23,2.9772,3.9156,2.3207,3.4634,2.7037,1.9872,2.1885,4.1358,2.7069,3.353,4.0295
twf1,4.0171,4.5035,4.2191,5.6165,6.8961,7.9141,7.3932,7.4164,5.7768,6.127,5.0464
txl1,5.5112,6.6713,5.0527,7.0695,6.1398,6.4832,6.5906,7.6704,6.7337,6.9896,7.037
tyr1,4.2751,3.0529,4.1123,3.2348,3.2682,3.1846,3.3278,3.3036,3.6803,3.939,4.6732
uap1,1.0295,0.9384,0.9105,0.9316,0.9954,0.8045,0.7834,0.7042,1.1227,1.3442,0.9782
uap2,0.9912,0.8291,0.9911,1.1017,0.8642,0.93,1.1242,0.9868,0.8682,0.7499,0.9299
uap56,11.0833,9.2595,10.2168,9.1899,12.7193,10.3511,8.6696,8.0166,10.8924,11.8896,11.1899
uba3,1.8589,2.2099,2.1107,2.1076,3.1,2.8841,2.4268,1.4658,1.839,2.0355,1.5916
uba5,1.4779,0.9889,1.5368,1.1522,1.5902,2.0726,1.9362,0.7005,1.5874,1.5448,1.0227
ubc1,2.6889,3.0419,2.7546,3.4124,3.555,2.4825,2.8774,3.6759,2.9647,2.6021,3.2106
ubc11,4.6749,4.4004,4.8617,5.137,4.6834,5.251,5.3068,6.4039,5.6529,5.6786,5.8061
ubc12,0.1548,0.1618,0.1821,0.2583,0.3786,0.4078,0.4364,0.3502,0.2936,0.1786,0.1533
ubc13,13.0974,12.6164,13.3064,13.2805,13.1701,14.7039,15.9115,14.7899,15.5677,14.7787,14.5075
ubc14,3.9726,3.9478,4.1658,4.7101,4.4974,4.7783,5.0852,5.6356,4.8047,4.4602,4.4624
ubc15,5.8068,7.3978,6.0287,7.8705,6.7043,6.7885,7.1288,6.9957,5.6804,6.6655,7.3188
ubc16,0.9248,0.6605,0.6541,0.6054,0.645,0.5366,0.7246,0.617,0.8085,0.7798,0.9726
ubc4,25.659,25.747,24.2927,27.263,26.6037,28.5359,26.9877,28.7923,28.026,27.0191,26.3692
ubc6,1.7003,1.7549,2.3584,2.7244,2.6374,2.5278,2.525,2.2406,2.0296,2.0921,1.9007
ubc7,5.2612,5.0443,5.2979,6.0637,6.5285,7.7362,8.3225,6.8244,5.7692,5.7228,5.5165
ubc8,3.2107,2.7191,5.0954,4.746,6.1333,9.5358,8.6635,5.4045,4.344,3.5433,2.9615
ubi1,19.2242,21.8428,16.3391,19.1461,18.4284,15.445,16.5691,15.6942,14.8945,18.1896,18.5814
ubi3,25.5627,26.3367,23.9108,26.3696,24.5276,27.0194,24.4325,24.3001,25.9973,25.2407,24.0344
ubi4,17.4383,16.2538,19.7462,22.3306,26.829,30.4699,27.782,23.9348,25.4121,22.9635,17.4172
ubp1,0.9712,1.1126,1.0054,0.8844,0.7442,0.5631,0.6973,0.8275,1.0414,0.8363,1.008
ubp10,0.879,0.5694,0.7538,0.5285,0.8237,0.8109,0.7641,0.5497,0.8735,1.0496,0.8243
ubp11,1.0361,1.314,1.5077,1.8291,1.4612,0.7313,0.7727,0.9429,1.1064,1.0908,1.3444
ubp12,3.1101,3.2442,2.9013,3.3842,4.0019,2.6489,2.3046,2.6497,2.9911,2.5365,3.4139
ubp13,2.2045,1.8981,2.2754,1.9624,2.6095,2.1195,1.9907,1.7678,2.0465,1.8328,2.0075
ubp14,0.8233,0.7666,0.9158,0.8937,1.7465,1.3189,1.2317,0.8494,1.0501,0.5994,0.8337
ubp15,2.7787,2.9252,3.6935,3.8868,5.7316,6.3131,5.7052,3.3243,2.9737,2.0573,2.1381
ubp16,2.2562,2.8594,1.843,2.3502,2.0136,0.9661,1.0426,1.8969,2.0771,2.4061,2.4585
ubp2,1.4352,1.5474,1.6206,1.8052,2.1531,2.2114,1.8269,1.2352,1.2203,1.1032,1.2115
ubp3,7.9416,5.4944,6.6063,4.6382,6.6349,5.1809,4.7123,3.7535,7.0199,5.9692,5.1753
ubp4,2.2097,2.5213,1.9552,2.6029,2.606,2.1378,2.0098,2.2539,2.8413,2.4756,1.9647
ubp5,1.1928,1.1984,1.2613,1.4561,2.0161,1.8833,1.6112,1.3261,1.3739,1.0534,1.2892
ubp6,2.8211,2.4396,2.6993,2.0465,3.3947,2.5467,2.44,2.113,2.4135,2.1782,2.1154
ubp7,1.0818,1.395,1.0364,1.4367,1.8116,1.2735,1.0506,1.3086,1.3881,1.393,1.3969
ubp8,0.7579,0.8532,0.7494,0.718,0.9502,0.7583,0.8333,0.6884,0.8652,0.7279,0.6742
ubp9,0.5493,0.5617,0.5316,0.7339,1.1188,0.8795,0.8015,0.7801,0.7251,0.5316,0.6292
ubr1,1.2918,1.1872,1.2858,1.2816,1.627,1.537,1.3961,1.7528,1.8701,1.5014,1.5801
ubr11,3.0021,2.7355,2.5849,2.4167,2.8955,2.4988,2.3163,2.5264,2.8294,2.4597,2.8625
ubx2,1.5152,1.8355,1.8316,2.2159,3.2842,3.2479,3.2048,2.9429,2.0367,1.7157,2.034
ubx3,5.2513,5.3481,6.277,6.8917,6.6896,4.8001,4.9441,6.1205,6.3755,4.7242,4.5036
ubx4,2.3524,2.6009,3.4326,3.5402,4.0678,4.3487,4.1907,3.0399,2.5397,2.6262,2.829
uch1,2.2203,2.306,2.2034,2.2106,2.1318,1.6889,1.8329,2.407,2.34,2.5138,2.5183
uch2,9.9054,8.9954,10.1984,9.9574,9.6363,11.7887,12.0547,10.4435,10.2445,9.8607,9.8993
ucp10,0.9162,0.5977,1.325,0.9205,2.401,3.0828,2.8877,1.1698,1.7472,0.7871,0.5597
ucp12,1.5531,1.8081,1.2225,1.4574,1.4975,0.8006,0.9207,1.1954,1.218,1.3006,1.7855
ucp3,0.825,0.6609,0.7581,0.6909,1.0696,0.7246,0.6429,0.6725,0.8079,0.5775,0.7194
ucp6,1.7919,2.1706,2.7033,2.6273,2.4052,3.2115,2.9097,1.8804,1.8208,1.4354,1.6172
ucp7,0.9742,0.6923,0.8217,0.8033,1.1245,0.8361,0.8182,0.746,0.8907,0.6896,0.8227
ucp8,0.8653,1.0415,0.776,1.2457,1.355,0.8422,0.9554,1.0855,0.7657,0.6191,0.8375
uds1,1.19,1.0231,0.9313,0.6847,0.4656,0.2665,0.301,0.4611,0.8829,0.7303,1.0722
uep1,20.0692,22.5824,18.9362,20.0818,17.8068,15.4355,15.662,18.6645,18.9263,19.7384,19.8898
ufd1,2.6344,2.9218,3.81,3.6873,4.8306,4.9523,4.8388,3.1398,2.5765,2.1617,2.6516
ufd2,2.9479,2.6919,3.1195,3.2459,4.3546,4.0861,3.9844,3.3234,3.9067,3.2499,3.3265
ufe1,4.0348,3.2298,3.7357,3.4732,2.8784,3.7621,4.0663,4.214,3.9138,3.8267,3.6239
uga1,0.6196,1.1117,0.53,0.9387,1.1048,0.4579,0.4583,0.9221,0.6477,0.7203,0.956
uge1,4.8007,3.0382,4.8112,3.2497,2.2579,3.1275,3.1556,3.8035,3.7219,4.3729,5.1964
ugo1,1.3793,0.792,1.2472,0.9793,1.2124,1.0604,1.0484,0.8407,1.2294,1.3307,1.2005
ulp1,1.9563,1.4671,1.3486,1.2325,1.2232,0.789,0.9993,1.1675,1.306,1.164,1.5292
ulp2,1.5324,1.2528,1.1436,0.9351,1.2286,1.0573,1.0078,0.9402,1.2301,1.1199,1.2095
ump1,11.028,12.3907,12.725,13.195,14.164,16.1729,16.6909,13.5347,12.8581,12.6624,11.0388
ung1,1.3048,1.3575,1.0226,1.4619,1.0458,0.8162,0.8348,1.7337,1.3138,1.609,2.0019
upf1,3.1917,3.8052,2.6625,3.2145,3.711,2.3519,2.1868,2.6967,2.6667,2.8711,3.8693
upf2,1.7733,1.4635,1.6815,1.3765,1.616,1.3917,1.4493,1.3191,1.3385,1.4212,1.6473
upf3,1.241,1.2133,1.1866,1.1709,1.1253,0.981,1.2285,1.0541,0.9417,0.8738,1.1308
ups1,1.7232,2.1432,1.3285,1.3248,0.5699,0.3611,0.7029,1.769,1.9137,1.8805,2.0831
ura1,16.496,15.9068,15.1014,14.8961,14.7034,10.8835,8.8676,13.1364,15.7988,15.2374,18.4223
ura2,1.3045,1.252,1.2413,1.381,1.4297,0.748,0.7776,1.4335,1.0764,1.4003,2.0565
ura3,8.3098,7.9927,6.7319,6.5879,3.3838,2.1233,2.1237,4.7926,7.1805,7.9005,10.1334
ura4,10.895,9.9717,10.1731,9.6473,8.8773,7.8686,8.2497,9.9866,10.7945,11.6581,11.961
ura5,13.9372,14.5265,12.3662,13.688,9.7993,6.9381,7.7017,11.2377,11.6983,14.5148,14.2818
urb2,3.0587,2.1929,2.8494,2.2495,1.6761,1.3721,1.3843,1.4617,2.2191,2.4174,2.2557
ure2,1.2148,1.2504,1.1929,1.1462,1.6866,1.6322,1.5146,1.823,1.7029,1.135,1.6056
urg1,4.809,4.841,5.9425,11.4592,20.3298,12.7553,9.5035,5.2137,3.7476,2.0734,3.5364
urg2,5.1268,7.8868,6.8409,14.3469,23.5051,13.3453,10.43,7.5032,4.0696,3.0649,6.286
urg3,3.0284,2.3578,3.3644,3.5806,6.0962,3.3272,2.3776,1.3497,1.9625,1.9317,2.4452
urm1,1.1167,1.7009,0.9022,1.3814,1.2144,0.9365,0.9139,1.3423,1.2804,1.5473,1.5163
uso1,0.6162,0.6994,0.5096,0.6421,0.6239,0.5919,0.5917,0.5031,0.6541,0.6739,0.5971
usp101,2.1487,2.4954,2.2281,2.1021,1.8828,1.5323,1.6577,2.1058,1.7212,1.7514,2.4254
usp102,3.7468,4.0662,2.8911,3.3751,2.4159,1.587,2.0887,2.6543,3.0257,3.2643,3.4625
usp103,0.987,0.959,0.9336,0.9558,0.8621,0.5796,0.7275,0.8833,0.7475,0.7724,1.0945
usp104,5.1016,4.553,5.4644,4.6807,4.851,4.2599,4.1345,3.9848,4.2225,3.994,4.5843
