,GSM12087,GSM12094,GSM12183,GSM12184,GSM12185,GSM12186,GSM12187,GSM12188,GSM12189,GSM12190
AFP,0.27968338,0.27968338,0.03442029,0.06831119,0.024884794,0.14065336,0.14674869,0.16539925,0.26866952,0.046862587
AGA,1.4529464,1.4529464,1.3405796,1.4563568,1.556682,1.639746,1.8769772,1.4429659,1.753648,1.2343129
AGAP1,2.3641162,2.3641162,1.9682971,2.1612904,1.8691244,1.4591652,1.5413004,1.3707225,1.583691,1.5464654
AGAP10 /// AGAP4 /// AGAP5 /// AGAP6 /// AGAP7 /// AGAP8 /// AGAP9 /// LOC399753 /// SYNPO2L,2.8460863,2.8460863,4.025362,2.8728652,3.124424,2.962795,3.4463973,2.9619775,2.8695278,2.3113582
AGAP2,0.35620055,0.35620055,0.28623188,0.35104364,0.1437788,0.2649728,0.14147627,0.18821293,0.6866953,0.18189038
AGER,0.85664034,0.85664034,1.2780797,0.7675522,0.9898618,1.0807623,0.9806678,1.5693918,1.3536481,0.81096107
AGFG1,0.08091469,0.08091469,0.121376805,0.1252372,0.22672811,0.05807623,0.061511423,0.013307986,0.12188841,0.23828435
AGFG2,0.2601143375,0.2601143375,0.2656249875,0.201375715,0.298156685,0.3039927565,0.34028997,0.2504753075,0.385407725,0.3073867975
AGGF1,1.21489303333333,1.21489303333333,1.1699879,1.05249842,1.10752695,1.3166969,1.20562381666667,1.4483524,0.889842646666667,1.26502511666667
AGL,3.6073001,3.6073001,3.97192015,4.29174565,3.042857,3.300363,4.08479785,5.4904945,4.51673815,3.11159645
AGPAT1,18.59367,18.59367,18.296196,18.923151,18.5106,17.771326,18.850615,19.904943,18.829185,18.64575
AGPAT2,8.667546,8.667546,9.17663,9.256166,7.488479,9.178766,7.8567657,9.03232,9.21545,7.71247
AGPS,2.270009,2.270009,2.2327898,2.8728652,1.7640553,2.806715,2.282074,1.4534221,2.0077252,2.339158
AGR2,0.17062445,0.17062445,0.13858695,0.072106265,0.03778802,0.020871144,0.17135325,0.03136882,0.0360515,0.13661636
AGRN,11.759015,11.759015,12.32518,15.531309,17.434101,15.57804,17.580843,15.154944,14.072962,13.87768
AGRP,0.45910293,0.45910293,0.5027174,0.5616698,0.45437786,0.5989111,0.55008787,0.60171103,0.51502144,0.6354249
AGT,1.2849605,1.2849605,0.31884056,1.0521822,0.30783412,1.1733212,0.2768014,0.4600761,0.3751073,0.26687846
AGTPBP1,0.09938435,0.09938435,0.54347825,0.18121442,0.45806453,0.09074411,0.11335676,0.1796578,0.17510729,0.37648928
AGTR1,0.27836412,0.27836412,0.0742753615,0.2713472475,0.186175115,0.213248635,0.17574692,0.0983840375,0.37682404,0.31493248
AGTR2,0.029023748,0.029023748,0.13949275,0.012333966,0.20737328,0.14972778,0.019332161,0.057034224,0.053218883,0.057188243
AGXT,0.4300792,0.4300792,0.48460144,0.42314988,0.5456221,0.5816697,0.47012302,0.63117874,0.93047214,0.5702939
AHCTF1,1.1996481,1.1996481,0.6322464,0.85104364,1.0949309,1.2431942,0.62126535,1.1834601,0.8600858,1.3471009
AHCY,17.600704,17.600704,16.444746,18.089184,17.257143,18.92196,17.942883,18.692966,15.262661,14.710881
AHCYL1,4.371372125,4.371372125,4.483695575,4.2208255,4.01059905,3.8738658,3.7359401,4.550855925,3.88648075,3.519459825
AHCYL2,1.1635885,1.1635885,0.7572463,1.024668,0.9769585,0.76134306,1.3137082,0.8051331,0.6188841,0.7355043
AHDC1,2.5813546,2.5813546,2.3052535,3.8358634,3.1695852,2.92196,2.5325131,2.961027,2.1776824,2.1985703
AHNAK,7.5479336,7.5479336,7.8713765,6.4316893,7.0433183,6.6197824,8.015818,8.701522,7.581974,8.04845
AHNAK2,0.40985048,0.40985048,0.2110507,0.19354838,0.19078341,0.9101634,0.26977152,0.38022816,0.2746781,0.38284352
AHR,0.31486368,0.31486368,0.18025361,0.15654649,0.23963134,0.1724138,0.2082601,0.31749052,0.025751073,0.2605242
AHSA1,12.598065,12.598065,13.05163,12.306452,12.659907,11.985481,11.8980665,13.224335,13.095279,11.186656
AHSG,0.23658752,0.23658752,0.5244565,0.25237194,0.5751152,0.4292196,0.58699477,0.39923957,0.3364807,0.62907064
AIF1,0.650249238666667,0.650249238666667,0.50875603,0.539531976333333,0.451305674666667,0.587719309,0.698886886666667,0.517427138666667,0.475822604333333,0.540111208
AIFM1,1.9762534,1.9762534,2.5588768,3.1679318,2.9612901,2.2277677,3.108963,3.8108368,3.2600858,2.880858
AIM1,0.279683385,0.279683385,0.0715579715,0.0388994315,0.0921659,0.135662438,0.111159926,0.2827947,0.1918455,0.2827640925
AIM2,0.36587513,0.36587513,0.25679347,0.20825427,0.0921659,0.264972785,0.1818980635,0.56083654,0.41158797,0.195393165
AIMP1,1.8566405,1.8566405,1.575181,1.8776091,1.4073732,1.0317605,1.2108964,1.4838405,1.4746782,1.435266
AIMP2,11.546175,11.546175,12.483695,12.237192,11.303226,10.5608,9.369947,14.161598,10.116738,8.439238
AIP,3.4986808,3.4986808,3.5760868,4.6935487,3.872811,4.0009074,3.9745166,6.1283274,4.3038626,3.301827
AIPL1,1.5945472,1.5945472,2.1902173,1.9449716,1.0728111,1.4646097,2.0667837,1.498099,0.76480687,0.9070691
AIRE,0.07299913,0.07299913,0.07518116,0.08633777,0.1235023,0.08892922,0.10193322,0.08650191,0.100429185,0.14694202
AJAP1,0.10905893,0.10905893,0.040760867,0.0455408,0.07465438,0.064428315,0.19068542,0.42205328,0.046351932,0.057982527
AK1,1.6587512,1.6587512,1.7418478,2.0037951,2.248848,2.199637,2.3752196,2.460076,2.179399,1.339158
AK2,3.8302555,3.8302555,4.29257215,4.03700205,4.0930875,3.7645191,3.072495765,4.18631185,3.4781116,2.9507544
AK4,4.7854004,4.7854004,5.1847825,4.642315,7.082949,4.193285,4.8646746,6.6425858,6.3218884,4.4590945
AKAP1,3.1890943,3.1890943,2.2581522,2.033207,1.8221198,2.1179674,2.0052724,3.056084,2.2858367,2.121525
AKAP10,2.14072122666667,2.14072122666667,1.96044682,2.37033541666667,2.32319516333333,2.17725352,2.25278259,2.54309262,1.94048641666667,1.8975376
AKAP11,1.6684257,1.6684257,1.4936593,1.3453511,1.2746544,1.670599,1.3936732,1.8479089,1.4944206,1.548054
AKAP12,0.06068602,0.06068602,0.05253623,0.16223909,0.21843319,0.077132486,0.16080843,0.035171106,0.16137338,0.29229546
AKAP13,0.52770451,0.52770451,0.7432065,0.665085405,0.68341015,0.618874785,0.90202105,0.516159715,0.721030045,0.59610803
AKAP17A,2.58091465,2.58091465,1.94565205,2.4658444,2.90783415,2.88430135,2.7565904,2.25570362,1.59828325,2.04090545
AKAP2 /// PALM2-AKAP2,0.3175022,0.3175022,0.07065217,0.06356736,0.21751152,0.06987296,0.28295255,0.40209126,0.10729614,0.20571882
AKAP3,0.99296397,0.99296397,1.1956521,1.016129,0.7520737,1.0571688,1.3400702,1.0456275,0.87467813,1.2335187
AKAP4,0.11521549,0.11521549,0.13677536,0.15939279,0.0764977,0.2168784,0.17223199,0.055133086,0.25751072,0.14614773
AKAP5,0.0351803,0.0351803,0.08695652,0.16698293,0.12258065,0.03720508,0.035149384,0.026615972,0.12188841,0.014297061
AKAP6,0.13808268,0.13808268,0.11322463,0.1337761,0.2700461,0.13974592,0.3532513,0.15399241,0.2506438,0.1310564
AKAP8,0.4934037,0.4934037,1.2826087,1.4648956,1.0543779,1.5880219,0.60017574,1.7937263,1.5227467,1.5377284
AKAP8L,2.7185578,2.7185578,2.8242753,1.7789375,2.7059908,2.433757,2.8681898,1.6102662,2.3802574,2.562351
AKAP9,2.348285,2.348285,2.8460145,3.017078,2.448848,2.176951,2.8391917,2.5874527,2.6034334,2.192216
AKR1A1,22.745823,22.745823,23.076088,27.713472,29.978802,35,32.886642,45.669205,31.271246,31.896744
AKR1B1,1.0343008,1.0343008,1.0099638,1.2400379,0.92995393,1.4664248,1.4841827,0.4904943,1.1450644,1.4988085
AKR1B10,0.65787166,0.65787166,0.14402173,0.16508539,0.16221198,0.31306717,0.015817223,0.064638786,0.08841202,0.47974584
AKR1C1 /// AKR1C2,0.29903257,0.29903257,0.35416663,0.19259961,0.4276498,0.47096193,0.12829526,0.20152093,0.17939913,0.28911835
AKR1C3,0.07475814,0.07475814,0.05525362,0.085388996,0.14654377,0.08892922,0.14323373,0.055133086,0.12961374,0.098490864
AKR1C4,0.036939315,0.036939315,0.050724637,0.023719165,0.032258064,0.032667875,0.071177505,0.06368822,0.0472103,0.030976966
AKR1D1,0.058927003,0.058927003,0.05163043,0.019924099,0.04608295,0.12704174,0.027240772,0.3250951,0.060944203,0.049245432
AKR7A2,5.529464,5.529464,3.526268,5.3795066,4.5364056,4.2740474,4.358524,4.7119775,3.9502146,3.9388402
AKR7A3,0.0817942,0.0817942,0.13496377,0.29506642,0.08110599,0.13430128,0.10456941,0.119771875,0.1167382,0.20015886
AKT1,12.188215,12.188215,11.764493,13.340608,11.681107,12.233212,11.374341,11.866921,12.453219,14.919778
AKT2,0.34564645,0.34564645,0.351751196666667,0.364326373333333,0.49708143,0.373563223333333,0.370825996666667,0.396071,0.562517896666667,0.446121246666667
AKT3,0.1284081,0.1284081,0.07699275,0.17836812,0.4654378,0.39745918,0.10281195,0.12262358,0.2137339,0.8387609
ALAD,0.83641165,0.83641165,1.8378623,1.1783681,0.34930876,1.6869328,1.0949033,0.72148293,0.7982833,1.7116759
ALAS1,3.2445033,3.2445033,4.5634055,4.776091,4.327189,5.6442833,4.9982424,5.922054,4.917597,2.8880064
ALAS2,3.530343,3.530343,3.5344203,3.455408,3.8211982,3.26951,3.5474517,3.1311789,3.4077253,3.00556
ALB,0.184696573333333,0.184696573333333,0.25996376,0.153383946666667,0.116743474666667,0.15003025,0.19478617,0.347591895,0.34220314,0.254434742333333
ALCAM,2.4168866,2.4168866,2.6340578,2.7343454,2.5336404,1.8774954,2.075571,3.509506,2.3527896,2.1993644
ALDH1A1,0.28671944,0.28671944,0.25724638,0.48481974,0.05253456,0.5145191,0.29525483,0.080798484,0.2978541,0.1437649
ALDH1A2,1.7396659,1.7396659,1.3532608,1.1442125,1.5235023,1.5544466,1.0843586,0.8697719,0.9038627,2.061954
ALDH1A3,1.6781003,1.6781003,1.9682971,1.6935484,1.797235,1.3956443,1.7117751,1.6406846,1.4068669,2.059571
ALDH1B1,1.2990326,1.2990326,1.7210144,1.512334,1.2857143,2.310345,1.9077328,1.3155894,1.2343348,1.771247
ALDH1L1,1.9313985,1.9313985,2.143116,0.9582543,1.1124424,1.5145191,1.4850615,1.7519013,1.895279,1.1644162
ALDH2,10.2049265,10.2049265,8.656703,11.026566,8.98894,10.065335,8.883128,10.458175,7.827468,5.0611596
ALDH3A1,0.74142486,0.74142486,0.7309782,0.70967746,0.45437786,0.9301271,0.98506147,1.1520913,0.6360515,1.1660048
ALDH3A2,6.796834,6.796834,6.288949,6.7590137,4.9142857,5.0789475,4.7776804,5.127377,4.5991416,3.7521842
ALDH3B1,0.13984169,0.13984169,0.20380434,0.17077799,0.1078341,0.16424683,0.12741652,0.4591255,0.49957082,0.13979349
ALDH3B2,2.3764293,2.3764293,2.9347825,2.5113854,2.476498,2.246824,2.179262,2.0361218,2.4669528,2.0762508
ALDH4A1,2.50835543333333,2.50835543333333,3.5117751,3.46394696666667,3.0807989,3.49425264666667,3.6482131,3.78833975,3.22804003333333,2.92348413333333
ALDH5A1,1.3359718,1.3359718,1.4067029,2.0882354,1.7695853,1.569873,1.6625658,1.2005705,1.8566524,1.1405878
ALDH6A1,6.6912932,6.6912932,6.9972825,9.4838705,9.220277,7.579855,8.846221,7.244297,7.024893,6.2891183
ALDH7A1,0.044854883,0.044854883,0.06612319,0.0910816,0.06912442,0.03720508,0.15992971,0.06368822,0.06781116,0.11199365
ALDH9A1,8.494284,8.494284,9.067029,10.128083,11.065437,7.119782,7.49297,8.812738,8.274678,6.8014293
ALDOA,66.91381,66.91381,65.15127,77.41082,63.009216,75.45009,65.58787,92.83461,71.06266,62.16521
ALDOB,0.28583995,0.28583995,0.4900362,0.1024668,0.45898616,0.63974595,0.599297,0.5579848,0.22060086,0.903892
ALDOC,11.656993,11.656993,11.326992,12.794118,11.479262,11.788567,10.425307,12.560838,13.600859,12.822875
ALG13,0.15655233,0.15655233,0.30344203,0.048387095,0.57050693,0.46733212,0.67662567,0.026615972,0.2334764,0.6568705
ALG3,10.727353,10.727353,10.789854,10.702087,10.906913,12.114338,12.520211,16.886883,12.691845,10.445591
ALG8,5.7335095,5.7335095,5.802536,5.976281,6.912442,5.487296,6.801406,9.390685,6.8188844,5.0722795
ALK,0.15391381,0.15391381,0.181612315,0.180740045,0.184331788,0.284482765,0.40465727,0.22100763,0.19742489,0.215647325
ALKBH1,1.632366,1.632366,1.4248189,1.8358634,1.5317972,1.6669692,1.6687169,1.7376428,1.0927039,1.2970612
ALMS1,0.772647325,0.772647325,0.494112315,0.28036054,1.11889405,0.906533625,0.64367314,0.885456315,0.844206,0.415409045
ALOX12,1.6437995,1.6437995,1.5715579,1.5227704,1.5870967,2.185118,1.5843586,1.4857416,1.5879828,1.5901508
ALOX12B,1.4098506,1.4098506,2.084239,2.2163188,2.1447005,2.2640655,3.0316343,2.5513308,1.9364808,1.6250993
ALOX12P2,0.68777484,0.68777484,0.5208333,0.86527514,0.7732719,0.4664247,0.39982423,0.404943,0.3030043,0.34710088
ALOX15,5.1486373,5.1486373,4.344203,5.0996203,5.4635944,8.008167,7.6933217,7.4401145,6.9536476,8.367752
ALOX15B,0.12489007,0.12489007,0.44021738,0.23908919,0.15023041,0.17604356,0.1801406,0.14258556,0.18283261,0.18427323
ALOX5,0.119613025,0.119613025,0.1653079675,0.0962998135,0.13778802,0.1043557265,0.197275915,0.16207225,0.1489270425,0.190627475
ALOX5AP,0.2902375,0.2902375,0.20018116,0.61764705,0.37972352,0.2985481,0.10544816,0.14543727,0.103862666,0.2239873
ALPI,0.2568162,0.2568162,0.6086956,0.15939279,0.12534563,0.1370236,0.23374341,0.2442966,0.21459228,0.1056394
ALPK3,2.102023,2.102023,2.067029,1.9127135,1.7981567,2.3402903,1.5852371,1.9201522,1.0592275,1.9038919
ALPL,0.49956027,0.49956027,0.45289853,0.5113852,0.41751152,0.6088929,0.35676622,0.41444868,0.4300429,0.27164418
ALPPL2,1.7678101,1.7678101,1.5769928,1.6223909,1.724424,1.5635209,1.8189807,1.9467682,1.8343347,1.4733915
ALX1,0.47317505,0.47317505,0.36322463,0.5094877,0.3391705,0.36116153,0.4718805,0.5408746,0.46523607,0.29388404
ALX3,0.20580475,0.20580475,0.8306159,0.29791272,1.1059908,0.30580765,0.24692443,0.2119772,0.69871247,0.17394757
AMACR /// C1QTNF3,3.2163591,3.2163591,3.9157605,3.555977,3.4691243,4.9927406,5.979789,6.2300386,5.883262,5.3288326
AMBP,0.4564644,0.4564644,0.48097822,0.4288425,0.32442397,0.44464612,0.3427065,0.5912548,0.35879827,0.41461477
AMD1,14.31860225,14.31860225,12.32789825,10.117173,11.20460825,11.09187875,13.3767575,13.409221,14.148283,13.49285125
AMELX,0.48988567,0.48988567,0.89447462,0.43548387,0.615207335,1.22005444,0.33260106,1.15446775,0.432188835,1.05599678
AMELY,0.9032542,0.9032542,0.65579706,1.5787476,1.083871,2.1007261,0.43760982,0.44391638,1.2042918,1.1453534
AMFR,4.2330694,4.2330694,4.7735505,6.7666035,4.8046083,4.0771327,3.6880493,4.7956276,3.3948498,2.8745034
AMH,0.20844328,0.20844328,0.2164855,0.2552182,0.17511521,0.3339383,0.4086116,0.20912549,0.2969957,0.24622716
AMHR2,0.42656115,0.42656115,0.39130434,0.68026567,0.3059908,0.23139746,0.19420035,0.53327,0.42317596,0.2859412
AMIGO2,0.54353565,0.54353565,0.7418478,0.65370023,0.5391705,0.1324864,0.6608084,1.1435362,0.68497854,0.92136616
AMMECR1,0.65787166,0.65787166,0.70561594,0.60341555,0.4156682,0.87295824,0.17223199,0.30323195,0.5055794,0.65766484
AMOT,1.7361478,1.7361478,1.7971014,1.1024668,1.9069123,1.6279491,2.42355,1.3241446,1.8729614,2.0635424
AMOTL2,0.6693052,0.6693052,0.72101444,0.7722961,0.875576,0.5598911,0.6010545,0.50095063,0.70042914,0.3884035
AMPD1,0.13544415,0.13544415,0.2536232,0.3557875,0.437788,0.3693285,0.5149385,0.2984791,0.3304721,0.10166799
AMPD2,9.056289,9.056289,8.906702,6.5426946,7.0811057,9.070781,7.77065,12.353613,10.454078,9.536934
AMPD3,0.09146878,0.09146878,0.04438406,0.15749526,0.049769588,0.1279492,0.06414763,0.07699621,0.20858368,0.06274821
AMPH,0.085312225,0.085312225,0.120471016,0.12144213,0.07465438,0.28402904,0.12038664,0.17205325,0.27124465,0.0802224
AMT,0.38962182,0.38962182,1.0181159,1.0199242,1.902304,1.3738657,2.1177504,2.1482892,1.8240343,0.40587765
AMY1A /// AMY1B /// AMY1C /// AMY2A /// AMY2B,0.10202287,0.10202287,0.09420289,0.14421253,0.07557604,0.33666062,0.49736378,0.09885932,0.15879828,0.33359808
ANAPC10,0.5611258,0.5611258,0.4311594,0.45635673,0.2248848,0.2813067,0.3506151,0.5038023,0.39914164,0.37172356
ANAPC13,9.901496,9.901496,10.115035,10.803605,11.330875,10.580763,9.904218,9.012358,8.720172,8.398729
ANAPC5,26.077398,26.077398,28.548006,27.185957,25.841475,22.490019,27.260984,32.557987,26.464378,23.365368
ANG,0.11169745,0.11169745,0.038949277,0.0910816,0.047004607,0.12704174,0.09666081,0.08460076,0.08927038,0.08498808
ANGEL1,1.5655234,1.5655234,1.70471,1.8776091,1.4728111,2.0099819,1.9358524,1.8336502,1.8729614,2.262907
ANGEL2,0.6341249,0.6341249,0.54800722,0.513757125,0.460368685,0.56987297,0.46704743,0.654942975,0.36866952,0.6254964
ANGPT1,0.62884783,0.62884783,0.678441975,0.52798862,0.539170515,0.67785841,0.80711777,0.543726265,0.639484975,0.57704524
ANGPT2,0.401934915,0.401934915,0.168478255,0.0849146085,0.140092165,0.24727768,0.21792619,0.12024716,0.2648068775,0.432883215
ANGPTL2,1.0642041,1.0642041,1.3414855,0.5540797,1.8101382,0.81941926,1.64587,2.4866922,1.1399142,1.2462271
ANGPTL7,0.032541778,0.032541778,0.019021738,0.055028465,0.025806451,0.06079855,0.041300524,0.033269964,0.025751073,0.049245432
ANK1,1.3562006,1.3562006,1.3677536,1.0075902,1.635023,1.3275863,1.5940245,1.6207225,0.23776825,1.8880063
ANK2,0.1367634165,0.1367634165,0.125905793,0.239563565,0.17788018,0.26088931,0.096221436,0.25950572,0.12618026,0.124305
ANK3,6.6231314,6.6231314,6.355977875,5.609582875,5.22211945,5.43647895,7.3181017,7.0684414,6.367381875,5.64336765
ANKHD1-EIF4EBP3 /// EIF4EBP3,11.501319,11.501319,11.352355,13.787476,12.595391,11.874773,11.457821,12.918252,8.307296,8.336775
ANKLE2,1.14995613,1.14995613,1.09963762,1.29127135,1.17465445,1.28765883,1.114674865,1.223859375,1.4562232,1.09531375
ANKMY2,0.6534741,0.6534741,1.0416666,0.44402277,0.5760369,0.82032675,0.6608084,0.769962,0.63347644,0.83558375
ANKRD1,0.07739666,0.07739666,0.11050724,0.0768501,0.07741935,0.083484575,0.09226713,0.09885932,0.08154506,0.08816521
ANKRD12,1.54397543,1.54397543,1.346920265,1.61195455,2.89723499,1.5313067,2.91915635,4.03469595,2.199999935,4.589356615
ANKRD17,2.5637643,2.5637643,2.3315215,2.4990513,2.1815667,2.5399275,2.608963,3.3108366,2.872103,2.014297
ANKRD26,0.07124011,0.07124011,0.4972826,0.45445922,0.43041477,0.32577136,0.5026362,0.19771864,0.33133045,0.2525814
ANKRD28,0.078276165,0.078276165,0.10869565,0.05787476,0.025806451,0.21778585,0.077328645,0.06558936,0.054077256,0.3582208
ANKRD34C,0.16446792,0.16446792,0.41757244,0.3358634,0.5152074,0.2649728,0.06414763,0.06273764,0.2300429,0.06910246
ANKRD36 /// ANKRD36B /// LOC100510023 /// LOC400986,0.07387863,0.07387863,0.31884056,0.3377609,0.39447004,0.12250454,0.49648505,0.7319392,0.14248927,0.6457506
ANKRD40,0.5716799,0.5716799,0.82789856,0.7201139,0.70322585,1.4945554,0.8101933,0.79277575,0.848927,1.039714
ANKRD46,2.0439754,2.0439754,1.9682971,1.9240987,2.7336407,1.9201453,2.3093145,2.5855515,2.9399142,2.9698172
ANKRD6,0.05364996,0.05364996,0.04528985,0.2836812,0.034101382,0.030852996,0.0228471,0.117870726,0.2446352,0.0714853
ANKRD7,0.06068602,0.06068602,0.2110507,0.16034156,0.159447,0.14246824,0.38224956,0.28231943,0.01802575,0.066719614
ANKS1A,2.2673702,2.2673702,1.8070651,2.28463,2.1456223,2.4927406,2.1326888,2.6254756,2.2429183,2.0333598
ANO3,0.23746702,0.23746702,0.027173912,0.17741936,0.16221198,0.025408348,0.058875218,0.44201523,0.2248927,0.036536932
ANP32A,8.573439,8.573439,10.486412,10.52277,10.537328,9.518149,8.5404215,9.811788,7.3124466,7.8355837
ANP32B,32.40985,32.40985,36.895832,38.79032,33.07097,30.318514,25.872583,38.568443,31.249786,22.929308
ANP32E,1.4177661,1.4177661,1.8618659,1.68168885,1.81382485,1.50680585,1.31063265,1.35123582,1.06437765,1.37688635
ANPEP,1.2858399,1.2858399,1.57971,0.31783682,0.84792626,1.0907441,1.8049208,1.7433461,0.8309013,0.7331215
ANXA1,0.24098505,0.24098505,0.06612319,0.079696395,0.07557604,0.06715064,0.49384886,0.07034221,0.49785408,0.023828436
ANXA10,0.5329815,0.5329815,0.48007244,0.528463,0.55391705,0.92196006,0.4112478,1.0551331,0.44120172,0.7791898
ANXA11,2.953386,2.953386,3.321558,3.4525616,3.1262674,3.215971,3.3681896,3.7024717,3.63691,3.342335
ANXA13,0.351803,0.351803,0.42119563,0.16888045,0.60276496,0.61433756,0.3681898,0.47623575,0.09957082,0.49642572
ANXA2,0.08707124,0.08707124,0.21014492,0.11005693,0.13917051,0.1306715,0.3172232,0.1093156,0.10815451,0.38602063
ANXA2 /// ANXA2P1 /// ANXA2P3,9.17986,9.17986,10.0665755,9.31878625,10.803687,7.8421055,9.13840025,8.2851715,8.1871245,8.4857028
ANXA2P1,0.089709766,0.089709766,0.11503623,0.111954466,0.09677419,0.16333939,0.12390158,0.21768062,0.13218884,0.18109609
ANXA3,0.012313105,0.012313105,0.08786231,0.009487666,0.124423966,0.10798548,0.021089632,0.12452473,0.04206009,0.07863383
ANXA4,1.7185576,1.7185576,1.4746376,2.6413662,2.3861752,2.4936478,2.9648504,2.588403,2.6386266,2.163622
ANXA5,5.924362,5.924362,4.1449275,4.9943075,5.2700458,3.193285,3.7697716,4.346958,3.390558,3.6274822
ANXA6,5.5584874,5.5584874,5.584239,5.870019,6.5778804,6.03902,5.0553603,6.4382133,5.6635194,4.3550434
ANXA7,6.0087953,6.0087953,7.1884055,7.42315,5.943779,5.2468243,5.1590505,4.4885936,4.6274676,4.3510723
ANXA8 /// ANXA8L1 /// ANXA8L2,0.28671944,0.28671944,0.79347825,0.8406072,0.53548384,0.7196008,0.26625657,0.30323195,0.20171674,0.55520254
ANXA9,0.6675462,0.6675462,0.89039856,0.81119543,0.8341014,1.0716878,0.3884007,0.91730046,0.9716738,1.1247022
AOAH,0.10026386,0.10026386,0.4347826,0.18406072,0.18156683,0.23230492,0.17135325,0.20817491,0.61459225,0.23034154
AOC2,1.9234829,1.9234829,1.5099636,2.0199242,2.3050692,2.2749546,1.6502637,2.1387835,1.983691,2.1501193
AOC3,0.5883905,0.5883905,0.095108695,0.4354839,0.5235023,0.5372051,0.6080843,0.7243346,0.8987124,1.0190628
AOX1,0.23131047,0.23131047,0.20199274,0.28463,1.0092165,0.09346643,0.2741652,0.25570345,0.44377682,0.60603654
AP1B1,16.065084,16.065084,14.854166,16.893738,16.095852,15.3049,16.23638,17.98384,14.929614,15.374105
AP1G1,2.0228672,2.0228672,2.120471,2.3434536,2.0958524,2.1243196,2.0949032,2.119772,1.8034335,1.7124702
